,Asite,Bsite,Type,At2g,Ap,Bt2g,Beg,Bp,Op,Bsite X,Bsite CS,Asite IP,Bsite IP,Asite EA,Bsite EA,Asite s,Asite d,Bsite d,Bsite atomic_radius,Bsite average_ionic_radius,Asite exp_EA,Bsite exp_EA,GM,Asite Z,Work function
605,Mn,Ge,A,0.49853000000000003,-47.798759999999994,0.9999299999999999,0.9993299999999999,0.34989000000000003,-3.90418,2.01,1.92,8.2684,7.4167,1.8221,0.934,0.99,0.23,0.16,1.25,0.77,0.0,119.0,5.93039,25,6.65517
606,Mn,In,B,0.478,-47.89567,0.9993299999999999,0.99113,3.54541,-1.54411,1.78,1.6,8.2684,5.3782,1.8221,0.2822,0.99,0.23,0.36,1.55,0.94,0.0,28.9,5.48029,25,4.94551
607,Mn,In,A,0.478,-47.89567,0.9993299999999999,0.99113,3.54541,-1.54411,1.78,1.6,8.2684,5.3782,1.8221,0.2822,0.99,0.23,0.36,1.55,0.94,0.0,28.9,5.48029,25,9.101989999999999
608,Mn,Ga,B,0.50267,-48.0216,0.9995700000000001,0.9988299999999999,2.96663,-2.1584,1.81,1.68,8.2684,5.6565,1.8221,0.1686,0.99,0.23,0.17,1.3,0.76,0.0,28.9,5.5152,25,4.56834
609,Mn,Ga,A,0.50267,-48.0216,0.9995700000000001,0.9988299999999999,2.96663,-2.1584,1.81,1.68,8.2684,5.6565,1.8221,0.1686,0.99,0.23,0.17,1.3,0.76,0.0,28.9,5.5152,25,7.4527399999999995
610,Mn,Fe,A,0.52055,-47.96525,0.805,0.37574,-53.8007,-3.92211,1.83,0.99,8.2684,8.5601,1.8221,2.304,0.99,0.23,0.22,1.4,0.8525,0.0,15.7,5.78411,25,6.03175
611,Mn,Fe,B,0.52055,-47.96525,0.805,0.37574,-53.8007,-3.92211,1.83,0.99,8.2684,8.5601,1.8221,2.304,0.99,0.23,0.22,1.4,0.8525,0.0,15.7,5.78411,25,5.2567
612,Mn,Re,B,0.5020899999999999,-47.522870000000005,0.60138,0.39615,-43.43377,-5.01313,1.9,0.94,8.2684,7.853,1.8221,2.7319,0.99,0.23,0.565,1.35,0.7125,0.0,14.5,5.77267,25,5.82346
613,Mn,Re,A,0.5020899999999999,-47.522870000000005,0.60138,0.39615,-43.43377,-5.01313,1.9,0.94,8.2684,7.853,1.8221,2.7319,0.99,0.23,0.565,1.35,0.7125,0.0,14.5,5.77267,25,4.87047
614,Mn,Mn,B,0.49704,-48.35095,0.49704,0.6369,-48.35095,-4.06033,1.55,0.94,8.2684,8.2684,1.8221,1.8221,0.99,0.23,0.23,1.4,0.6483300000000001,0.0,0.0,5.68382,25,4.65609
615,Mn,Mn,B,0.49704,-48.35095,0.49704,0.6369,-48.35095,-4.06033,1.55,0.94,8.2684,8.2684,1.8221,1.8221,0.99,0.23,0.23,1.4,0.6483300000000001,0.0,0.0,5.68382,25,4.65609
616,Mn,Mn,A,0.49704,-48.35095,0.49704,0.6369,-48.35095,-4.06033,1.55,0.94,8.2684,8.2684,1.8221,1.8221,0.99,0.23,0.23,1.4,0.6483300000000001,0.0,0.0,5.68382,25,6.1382699999999994
617,Mn,Mn,A,0.49704,-48.35095,0.49704,0.6369,-48.35095,-4.06033,1.55,0.94,8.2684,8.2684,1.8221,1.8221,0.99,0.23,0.23,1.4,0.6483300000000001,0.0,0.0,5.68382,25,6.1382699999999994
618,Mn,W,B,0.47698,-47.46821,0.44655,0.40805,-39.729890000000005,-5.0757900000000005,2.36,0.885,8.2684,7.6293,1.8221,1.9369,0.99,0.23,0.59,1.35,0.76667,0.0,78.6,5.8779,25,3.3433699999999997
619,Mn,W,A,0.47698,-47.46821,0.44655,0.40805,-39.729890000000005,-5.0757900000000005,2.36,0.885,8.2684,7.6293,1.8221,1.9369,0.99,0.23,0.59,1.35,0.76667,0.0,78.6,5.8779,25,5.131419999999999
620,Mn,Mo,B,0.45561999999999997,-47.556459999999994,0.48223999999999995,0.38006,-36.28046,-4.35961,2.16,0.88,8.2684,6.4838,1.8221,1.3549,0.99,0.23,0.49,1.45,0.775,0.0,71.9,5.73779,25,4.057259999999999
621,Mn,Mo,A,0.45561999999999997,-47.556459999999994,0.48223999999999995,0.38006,-36.28046,-4.35961,2.16,0.88,8.2684,6.4838,1.8221,1.3549,0.99,0.23,0.49,1.45,0.775,0.0,71.9,5.73779,25,5.29894
622,Mn,Cr,B,0.4526,-47.81848,0.51585,0.35982,-44.06286,-4.0517199999999995,1.66,0.89,8.2684,6.7401,1.8221,1.3828,0.99,0.23,0.25,1.4,0.94,0.0,64.3,5.68382,25,4.33437
623,Mn,Cr,A,0.4526,-47.81848,0.51585,0.35982,-44.06286,-4.0517199999999995,1.66,0.89,8.2684,6.7401,1.8221,1.3828,0.99,0.23,0.25,1.4,0.94,0.0,64.3,5.68382,25,5.5373
624,Mn,Al,B,0.48385,-48.045359999999995,0.0,0.0,6.55147,-2.25532,1.61,1.66,8.2684,5.7109,1.8221,0.2572,0.99,0.23,0.0,1.25,0.675,0.0,42.5,5.5255,25,4.1471800000000005
625,Mn,Al,A,0.48385,-48.045359999999995,0.0,0.0,6.55147,-2.25532,1.61,1.66,8.2684,5.7109,1.8221,0.2572,0.99,0.23,0.0,1.25,0.675,0.0,42.5,5.5255,25,7.136310000000001
626,Mn,Ta,B,0.5283800000000001,-47.44441,0.29567,0.42393000000000003,-35.56735,-4.63506,1.5,0.83,8.2684,7.3632,1.8221,1.1716,0.99,0.23,0.605,1.45,0.82,0.0,31.0,5.79829,25,4.57033
627,Mn,Ta,A,0.5283800000000001,-47.44441,0.29567,0.42393000000000003,-35.56735,-4.63506,1.5,0.83,8.2684,7.3632,1.8221,1.1716,0.99,0.23,0.605,1.45,0.82,0.0,31.0,5.79829,25,6.6808
628,Mn,Nb,B,0.48786,-47.50594,0.32353000000000004,0.39733,-31.95444,-4.12641,1.6,0.82,8.2684,6.275,1.8221,0.0864,0.99,0.23,0.51,1.45,0.82,0.0,86.1,5.76691,25,4.96139
629,Mn,Nb,A,0.48786,-47.50594,0.32353000000000004,0.39733,-31.95444,-4.12641,1.6,0.82,8.2684,6.275,1.8221,0.0864,0.99,0.23,0.51,1.45,0.82,0.0,86.1,5.76691,25,6.30655
630,Mn,V,B,0.45047,-47.79067,0.34058,0.33044,-39.11351,-3.92352,1.63,0.84,8.2684,6.4707,1.8221,0.0,0.99,0.23,0.26,1.35,0.7775,0.0,50.6,5.64666,25,6.11134
631,Mn,V,A,0.45047,-47.79067,0.34058,0.33044,-39.11351,-3.92352,1.63,0.84,8.2684,6.4707,1.8221,0.0,0.99,0.23,0.26,1.35,0.7775,0.0,50.6,5.64666,25,6.12135
632,Tl,Cr,B,0.99892,4.19569,0.49935,0.35734,-44.10879,-2.71462,1.66,0.89,5.273,6.7401,0.3103,1.3828,1.015,0.463,0.25,1.4,0.94,19.2,64.3,5.5152,81,5.35806
633,Tl,Cr,A,0.99892,4.19569,0.49935,0.35734,-44.10879,-2.71462,1.66,0.89,5.273,6.7401,0.3103,1.3828,1.015,0.463,0.25,1.4,0.94,19.2,64.3,5.5152,81,3.76264
634,Tl,W,B,0.99898,2.66288,0.4289,0.35373000000000004,-39.82015,-3.77084,2.36,0.885,5.273,7.6293,0.3103,1.9369,1.015,0.463,0.59,1.35,0.76667,19.2,78.6,5.70352,81,3.2885699999999995
635,Tl,W,A,0.99898,2.66288,0.4289,0.35373000000000004,-39.82015,-3.77084,2.36,0.885,5.273,7.6293,0.3103,1.9369,1.015,0.463,0.59,1.35,0.76667,19.2,78.6,5.70352,81,2.65024
636,Ga,Zr,B,0.99985,3.91321,0.18555,0.29365,-24.1819,-0.69096,1.33,0.76,5.6565,6.8953,0.1686,0.0,0.76,0.17,0.54,1.55,0.86,28.9,41.1,5.49127,31,6.57327
637,Ga,Zr,A,0.99985,3.91321,0.18555,0.29365,-24.1819,-0.69096,1.33,0.76,5.6565,6.8953,0.1686,0.0,0.76,0.17,0.54,1.55,0.86,28.9,41.1,5.49127,31,7.297739999999999
638,Ga,Ti,B,0.99985,3.71175,0.18604,0.30012,-32.25977,-1.52947,1.54,0.79,5.6565,7.2564,0.1686,0.2526,0.76,0.17,0.28,1.4,0.85167,28.9,7.6,5.43271,31,5.017580000000001
639,Ga,Ti,A,0.99985,3.71175,0.18604,0.30012,-32.25977,-1.52947,1.54,0.79,5.6565,7.2564,0.1686,0.2526,0.76,0.17,0.28,1.4,0.85167,28.9,7.6,5.43271,31,6.41127
640,Ga,Sc,B,0.9998600000000001,3.9694,0.11438,0.22253,-24.21741,-0.62144,1.36,0.74,5.6565,6.8245,0.1686,0.0,0.76,0.17,0.31,1.6,0.885,28.9,18.1,5.39762,31,3.6454800000000005
641,Ga,Sc,A,0.9998600000000001,3.9694,0.11438,0.22253,-24.21741,-0.62144,1.36,0.74,5.6565,6.8245,0.1686,0.0,0.76,0.17,0.31,1.6,0.885,28.9,18.1,5.39762,31,7.48557
642,Cd,Cr,B,0.99925,-63.75036,0.52856,0.36033000000000004,-44.20343,-3.67847,1.66,0.89,8.6893,6.7401,0.0,1.3828,0.985,0.37,0.25,1.4,0.94,0.0,64.3,5.85907,48,4.4448300000000005
643,Cd,Cr,A,0.99925,-63.75036,0.52856,0.36033000000000004,-44.20343,-3.67847,1.66,0.89,8.6893,6.7401,0.0,1.3828,0.985,0.37,0.25,1.4,0.94,0.0,64.3,5.85907,48,4.135619999999999
644,Ag,Ge,B,0.9690200000000001,-53.02606,0.9999600000000001,0.99936,2.39309,-1.86277,2.01,1.92,7.1384,7.4167,1.2177,0.934,1.045,0.385,0.16,1.25,0.77,125.6,119.0,6.144,47,6.934189999999999
645,Ag,Ge,A,0.9690200000000001,-53.02606,0.9999600000000001,0.99936,2.39309,-1.86277,2.01,1.92,7.1384,7.4167,1.2177,0.934,1.045,0.385,0.16,1.25,0.77,125.6,119.0,6.144,47,5.88096
646,Hg,Sb,B,0.99805,-62.430009999999996,0.9999299999999999,0.99915,-0.0813,-3.17285,2.05,2.08,8.6343,8.3266,0.0,1.8032,1.07,0.475,0.335,1.45,0.83,0.0,103.2,6.3356,80,4.85085
647,Hg,Sb,A,0.99805,-62.430009999999996,0.9999299999999999,0.99915,-0.0813,-3.17285,2.05,2.08,8.6343,8.3266,0.0,1.8032,1.07,0.475,0.335,1.45,0.83,0.0,103.2,6.3356,80,5.23543
648,Hg,Sn,B,0.99797,-61.84474,0.99976,0.9987799999999999,2.67,-1.40697,1.96,1.84,8.6343,6.8885,0.0,1.0258,1.07,0.475,0.345,1.45,0.83,0.0,107.3,6.1849,80,5.17647
649,Hg,Sn,A,0.99797,-61.84474,0.99976,0.9987799999999999,2.67,-1.40697,1.96,1.84,8.6343,6.8885,0.0,1.0258,1.07,0.475,0.345,1.45,0.83,0.0,107.3,6.1849,80,6.47311
650,Hg,Ge,B,0.9976,-61.733109999999996,0.99992,0.99939,1.70255,-1.95304,2.01,1.92,8.6343,7.4167,0.0,0.934,1.07,0.475,0.16,1.25,0.77,0.0,119.0,6.26889,80,5.95614
651,Hg,Ge,A,0.9976,-61.733109999999996,0.99992,0.99939,1.70255,-1.95304,2.01,1.92,8.6343,7.4167,0.0,0.934,1.07,0.475,0.16,1.25,0.77,0.0,119.0,6.26889,80,5.5343
652,Hg,In,B,0.9979,-61.64127,0.9993799999999999,0.98908,4.087,-0.9665299999999999,1.78,1.6,8.6343,5.3782,0.0,0.2822,1.07,0.475,0.36,1.55,0.94,0.0,28.9,5.7931099999999995,80,5.39727
653,Hg,In,A,0.9979,-61.64127,0.9993799999999999,0.98908,4.087,-0.9665299999999999,1.78,1.6,8.6343,5.3782,0.0,0.2822,1.07,0.475,0.36,1.55,0.94,0.0,28.9,5.7931099999999995,80,6.9256899999999995
654,Hg,Ga,B,0.99664,-61.48073,0.9997,0.9986700000000001,3.65498,-1.22415,1.81,1.68,8.6343,5.6565,0.0,0.1686,1.07,0.475,0.17,1.3,0.76,0.0,28.9,5.83001,80,6.43201
655,Hg,Ga,A,0.99664,-61.48073,0.9997,0.9986700000000001,3.65498,-1.22415,1.81,1.68,8.6343,5.6565,0.0,0.1686,1.07,0.475,0.17,1.3,0.76,0.0,28.9,5.83001,80,6.463019999999999
656,Hg,Al,B,0.9948600000000001,-61.429930000000006,0.0,0.0,6.88622,-1.11205,1.61,1.66,8.6343,5.7109,0.0,0.2572,1.07,0.475,0.0,1.25,0.675,0.0,42.5,5.8409,80,6.588310000000001
657,Hg,Al,A,0.9948600000000001,-61.429930000000006,0.0,0.0,6.88622,-1.11205,1.61,1.66,8.6343,5.7109,0.0,0.2572,1.07,0.475,0.0,1.25,0.675,0.0,42.5,5.8409,80,6.05066
658,Hg,Fe,B,0.9953200000000001,-61.83894,0.75183,0.42086999999999997,-53.84326,-2.8536599999999996,1.83,0.99,8.6343,8.5601,0.0,2.304,1.07,0.475,0.22,1.4,0.8525,0.0,15.7,6.114269999999999,80,6.12885
659,Hg,Fe,A,0.9953200000000001,-61.83894,0.75183,0.42086999999999997,-53.84326,-2.8536599999999996,1.83,0.99,8.6343,8.5601,0.0,2.304,1.07,0.475,0.22,1.4,0.8525,0.0,15.7,6.114269999999999,80,5.08967
660,Hg,Re,B,0.99846,-62.22354,0.5806899999999999,0.38942,-43.450590000000005,-4.20377,1.9,0.94,8.6343,7.853,0.0,2.7319,1.07,0.475,0.565,1.35,0.7125,0.0,14.5,6.10217,80,4.10162
661,Hg,Re,A,0.99846,-62.22354,0.5806899999999999,0.38942,-43.450590000000005,-4.20377,1.9,0.94,8.6343,7.853,0.0,2.7319,1.07,0.475,0.565,1.35,0.7125,0.0,14.5,6.10217,80,5.50441
662,Hg,Mn,B,0.9965299999999999,-62.078880000000005,0.64008,0.36262,-48.984809999999996,-3.1331,1.55,0.94,8.6343,8.2684,0.0,1.8221,1.07,0.475,0.23,1.4,0.6483300000000001,0.0,0.0,6.00825,80,5.5789800000000005
663,Hg,Mn,A,0.9965299999999999,-62.078880000000005,0.64008,0.36262,-48.984809999999996,-3.1331,1.55,0.94,8.6343,8.2684,0.0,1.8221,1.07,0.475,0.23,1.4,0.6483300000000001,0.0,0.0,6.00825,80,5.12972
664,Hg,W,B,0.9979399999999999,-62.22606999999999,0.41934,0.40347,-39.67987,-4.13431,2.36,0.885,8.6343,7.6293,0.0,1.9369,1.07,0.475,0.59,1.35,0.76667,0.0,78.6,6.2134,80,3.79239
665,Hg,W,A,0.9979399999999999,-62.22606999999999,0.41934,0.40347,-39.67987,-4.13431,2.36,0.885,8.6343,7.6293,0.0,1.9369,1.07,0.475,0.59,1.35,0.76667,0.0,78.6,6.2134,80,4.93851
666,Hg,Mo,B,0.9982200000000001,-62.27478000000001,0.47036999999999995,0.37851,-36.25094,-3.57765,2.16,0.88,8.6343,6.4838,0.0,1.3549,1.07,0.475,0.49,1.45,0.775,0.0,71.9,6.0653,80,4.17267
667,Hg,Mo,A,0.9982200000000001,-62.27478000000001,0.47036999999999995,0.37851,-36.25094,-3.57765,2.16,0.88,8.6343,6.4838,0.0,1.3549,1.07,0.475,0.49,1.45,0.775,0.0,71.9,6.0653,80,4.93507
668,Hg,Cr,B,0.99734,-62.34757,0.498,0.36325,-44.19338,-3.2633,1.66,0.89,8.6343,6.7401,0.0,1.3828,1.07,0.475,0.25,1.4,0.94,0.0,64.3,6.00825,80,5.03336
669,Hg,Cr,A,0.99734,-62.34757,0.498,0.36325,-44.19338,-3.2633,1.66,0.89,8.6343,6.7401,0.0,1.3828,1.07,0.475,0.25,1.4,0.94,0.0,64.3,6.00825,80,5.5830400000000004
670,Hg,Ta,B,0.9973700000000001,-62.32914,0.27203,0.42099,-35.51335,-3.61784,1.5,0.83,8.6343,7.3632,0.0,1.1716,1.07,0.475,0.605,1.45,0.82,0.0,31.0,6.12925,80,4.6216099999999996
671,Hg,Ta,A,0.9973700000000001,-62.32914,0.27203,0.42099,-35.51335,-3.61784,1.5,0.83,8.6343,7.3632,0.0,1.1716,1.07,0.475,0.605,1.45,0.82,0.0,31.0,6.12925,80,5.50702
672,Hg,Nb,B,0.9975200000000001,-62.30356999999999,0.29821,0.39654,-32.08614,-3.32234,1.6,0.82,8.6343,6.275,0.0,0.0864,1.07,0.475,0.51,1.45,0.82,0.0,86.1,6.09609,80,4.76114
673,Hg,Nb,A,0.9975200000000001,-62.30356999999999,0.29821,0.39654,-32.08614,-3.32234,1.6,0.82,8.6343,6.275,0.0,0.0864,1.07,0.475,0.51,1.45,0.82,0.0,86.1,6.09609,80,5.68297
674,Hg,V,B,0.99771,-62.52924,0.3328,0.32973,-39.270070000000004,-3.24369,1.63,0.84,8.6343,6.4707,0.0,0.0,1.07,0.475,0.26,1.35,0.7775,0.0,50.6,5.96897,80,4.92997
675,Hg,V,A,0.99771,-62.52924,0.3328,0.32973,-39.270070000000004,-3.24369,1.63,0.84,8.6343,6.4707,0.0,0.0,1.07,0.475,0.26,1.35,0.7775,0.0,50.6,5.96897,80,5.7565800000000005
676,Hg,Hf,B,0.99755,-61.9504,0.20548000000000002,0.44006999999999996,-27.9394,-1.36345,1.3,0.775,8.6343,7.6487,0.0,0.4432,1.07,0.475,0.63,1.55,0.85,0.0,0.0,6.033869999999999,80,4.9435
677,Hg,Hf,A,0.99755,-61.9504,0.20548000000000002,0.44006999999999996,-27.9394,-1.36345,1.3,0.775,8.6343,7.6487,0.0,0.4432,1.07,0.475,0.63,1.55,0.85,0.0,0.0,6.033869999999999,80,6.70993
678,Hg,Zr,B,0.99785,-61.943540000000006,0.19664,0.41612,-24.41723,-1.29152,1.33,0.76,8.6343,6.8953,0.0,0.0,1.07,0.475,0.54,1.55,0.86,0.0,41.1,5.9821800000000005,80,4.87596
679,Hg,Zr,A,0.99785,-61.943540000000006,0.19664,0.41612,-24.41723,-1.29152,1.33,0.76,8.6343,6.8953,0.0,0.0,1.07,0.475,0.54,1.55,0.86,0.0,41.1,5.9821800000000005,80,6.81577
680,Hg,Ti,B,0.99797,-61.89654,0.19375,0.30034,-32.338879999999996,-1.62566,1.54,0.79,8.6343,7.2564,0.0,0.2526,1.07,0.475,0.28,1.4,0.85167,0.0,7.6,5.91838,80,5.7091
681,Hg,Ti,A,0.99797,-61.89654,0.19375,0.30034,-32.338879999999996,-1.62566,1.54,0.79,8.6343,7.2564,0.0,0.2526,1.07,0.475,0.28,1.4,0.85167,0.0,7.6,5.91838,80,5.95985
682,Ge,In,B,0.9999399999999999,2.47628,0.99974,0.98611,5.81489,-0.76405,1.78,1.6,7.4167,5.3782,0.934,0.2822,0.72,0.16,0.36,1.55,0.94,119.0,28.9,5.718030000000001,32,4.915109999999999
683,Ge,In,A,0.9999399999999999,2.47628,0.99974,0.98611,5.81489,-0.76405,1.78,1.6,7.4167,5.3782,0.934,0.2822,0.72,0.16,0.36,1.55,0.94,119.0,28.9,5.718030000000001,32,7.0671100000000004
684,Ge,Al,B,0.99987,3.40337,0.0,0.0,8.66665,-0.8753299999999999,1.61,1.66,7.4167,5.7109,0.934,0.2572,0.72,0.16,0.0,1.25,0.675,119.0,42.5,5.76521,32,5.59546
685,Ge,Al,A,0.99987,3.40337,0.0,0.0,8.66665,-0.8753299999999999,1.61,1.66,7.4167,5.7109,0.934,0.2572,0.72,0.16,0.0,1.25,0.675,119.0,42.5,5.76521,32,6.8878699999999995
686,Ge,Ga,B,0.99992,3.1886,0.9998299999999999,0.99831,6.2358400000000005,-0.75522,1.81,1.68,7.4167,5.6565,0.934,0.1686,0.72,0.16,0.17,1.3,0.76,119.0,28.9,5.75446,32,5.732
687,Ge,Ga,A,0.99992,3.1886,0.9998299999999999,0.99831,6.2358400000000005,-0.75522,1.81,1.68,7.4167,5.6565,0.934,0.1686,0.72,0.16,0.17,1.3,0.76,119.0,28.9,5.75446,32,7.13271
688,Ge,Fe,B,0.9999600000000001,1.6107799999999999,0.7438100000000001,0.38856,-53.78168,-2.87475,1.83,0.99,7.4167,8.5601,0.934,2.304,0.72,0.16,0.22,1.4,0.8525,119.0,15.7,6.03503,32,5.15004
689,Ge,Fe,A,0.9999600000000001,1.6107799999999999,0.7438100000000001,0.38856,-53.78168,-2.87475,1.83,0.99,7.4167,8.5601,0.934,2.304,0.72,0.16,0.22,1.4,0.8525,119.0,15.7,6.03503,32,5.40493
690,Ge,Mn,B,0.9999600000000001,1.10325,0.63185,0.35415,-48.93289,-3.25671,1.55,0.94,7.4167,8.2684,0.934,1.8221,0.72,0.16,0.23,1.4,0.6483300000000001,119.0,0.0,5.93039,32,4.75968
691,Ge,Mn,A,0.9999600000000001,1.10325,0.63185,0.35415,-48.93289,-3.25671,1.55,0.94,7.4167,8.2684,0.934,1.8221,0.72,0.16,0.23,1.4,0.6483300000000001,119.0,0.0,5.93039,32,4.9135800000000005
692,Ge,Re,B,0.99997,-0.47481,0.59731,0.36646999999999996,-43.28233,-4.58194,1.9,0.94,7.4167,7.853,0.934,2.7319,0.72,0.16,0.565,1.35,0.7125,119.0,14.5,6.02309,32,3.84502
693,Ge,Re,A,0.99997,-0.47481,0.59731,0.36646999999999996,-43.28233,-4.58194,1.9,0.94,7.4167,7.853,0.934,2.7319,0.72,0.16,0.565,1.35,0.7125,119.0,14.5,6.02309,32,4.031619999999999
694,Ge,Cr,B,0.9999600000000001,0.61503,0.51339,0.35294000000000003,-44.16207,-3.5705699999999996,1.66,0.89,7.4167,6.7401,0.934,1.3828,0.72,0.16,0.25,1.4,0.94,119.0,64.3,5.93039,32,3.9437900000000004
695,Ge,Cr,A,0.9999600000000001,0.61503,0.51339,0.35294000000000003,-44.16207,-3.5705699999999996,1.66,0.89,7.4167,6.7401,0.934,1.3828,0.72,0.16,0.25,1.4,0.94,119.0,64.3,5.93039,32,4.41249
696,Ge,Mo,B,0.9999600000000001,-0.31122,0.49575,0.36085,-36.176829999999995,-4.16461,2.16,0.88,7.4167,6.4838,0.934,1.3549,0.72,0.16,0.49,1.45,0.775,119.0,71.9,5.9867,32,2.5923700000000003
697,Ge,Mo,A,0.9999600000000001,-0.31122,0.49575,0.36085,-36.176829999999995,-4.16461,2.16,0.88,7.4167,6.4838,0.934,1.3549,0.72,0.16,0.49,1.45,0.775,119.0,71.9,5.9867,32,4.27617
698,Ge,W,B,0.9999600000000001,-0.51962,0.44765,0.35044000000000003,-39.6547,-4.63134,2.36,0.885,7.4167,7.6293,0.934,1.9369,0.72,0.16,0.59,1.35,0.76667,119.0,78.6,6.13289,32,2.62965
699,Ge,W,A,0.9999600000000001,-0.51962,0.44765,0.35044000000000003,-39.6547,-4.63134,2.36,0.885,7.4167,7.6293,0.934,1.9369,0.72,0.16,0.59,1.35,0.76667,119.0,78.6,6.13289,32,3.8513300000000004
700,Ge,Ta,B,0.9999399999999999,-0.43296999999999997,0.29888000000000003,0.33583,-35.78671,-4.31237,1.5,0.83,7.4167,7.3632,0.934,1.1716,0.72,0.16,0.605,1.45,0.82,119.0,31.0,6.0498199999999995,32,3.5003800000000003
701,Ge,Ta,A,0.9999399999999999,-0.43296999999999997,0.29888000000000003,0.33583,-35.78671,-4.31237,1.5,0.83,7.4167,7.3632,0.934,1.1716,0.72,0.16,0.605,1.45,0.82,119.0,31.0,6.0498199999999995,32,3.87565
702,Ge,V,B,0.9999600000000001,0.12405999999999999,0.34835,0.31533,-39.2541,-3.7705800000000003,1.63,0.84,7.4167,6.4707,0.934,0.0,0.72,0.16,0.26,1.35,0.7775,119.0,50.6,5.89162,32,3.49568
703,Ge,V,A,0.9999600000000001,0.12405999999999999,0.34835,0.31533,-39.2541,-3.7705800000000003,1.63,0.84,7.4167,6.4707,0.934,0.0,0.72,0.16,0.26,1.35,0.7775,119.0,50.6,5.89162,32,4.0623
704,Ge,Nb,B,0.99995,-0.3147,0.32709,0.34345,-32.17154,-4.01259,1.6,0.82,7.4167,6.275,0.934,0.0864,0.72,0.16,0.51,1.45,0.82,119.0,86.1,6.0170900000000005,32,3.89949
705,Ge,Nb,A,0.99995,-0.3147,0.32709,0.34345,-32.17154,-4.01259,1.6,0.82,7.4167,6.275,0.934,0.0864,0.72,0.16,0.51,1.45,0.82,119.0,86.1,6.0170900000000005,32,4.42631
706,Ge,Hf,B,0.9999299999999999,1.161,0.19576,0.32381,-28.395129999999998,-1.64915,1.3,0.775,7.4167,7.6487,0.934,0.4432,0.72,0.16,0.63,1.55,0.85,119.0,0.0,5.95568,32,3.3184400000000003
707,Ge,Hf,A,0.9999299999999999,1.161,0.19576,0.32381,-28.395129999999998,-1.64915,1.3,0.775,7.4167,7.6487,0.934,0.4432,0.72,0.16,0.63,1.55,0.85,119.0,0.0,5.95568,32,6.70863
708,Ge,Zr,B,0.99995,0.71604,0.18915,0.29929,-25.223010000000002,-1.8859,1.33,0.76,7.4167,6.8953,0.934,0.0,0.72,0.16,0.54,1.55,0.86,119.0,41.1,5.90466,32,3.02794
709,Ge,Zr,A,0.99995,0.71604,0.18915,0.29929,-25.223010000000002,-1.8859,1.33,0.76,7.4167,6.8953,0.934,0.0,0.72,0.16,0.54,1.55,0.86,119.0,41.1,5.90466,32,6.75322
710,Ge,Ti,B,0.99995,1.11418,0.18662,0.30103,-33.08605,-2.3761400000000004,1.54,0.79,7.4167,7.2564,0.934,0.2526,0.72,0.16,0.28,1.4,0.85167,119.0,7.6,5.84169,32,3.9565
711,Ge,Ti,A,0.99995,1.11418,0.18662,0.30103,-33.08605,-2.3761400000000004,1.54,0.79,7.4167,7.2564,0.934,0.2526,0.72,0.16,0.28,1.4,0.85167,119.0,7.6,5.84169,32,6.18192
712,Tl,Sb,B,0.99898,4.6414599999999995,0.9999399999999999,0.99911,2.2939,-1.85985,2.05,2.08,5.273,8.3266,0.3103,1.8032,1.015,0.463,0.335,1.45,0.83,19.2,103.2,5.81569,81,5.90757
713,Tl,Sb,A,0.99898,4.6414599999999995,0.9999399999999999,0.99911,2.2939,-1.85985,2.05,2.08,5.273,8.3266,0.3103,1.8032,1.015,0.463,0.335,1.45,0.83,19.2,103.2,5.81569,81,4.87584
714,Ge,Sc,B,0.99995,2.33495,0.11629,0.22253,-24.117729999999998,-0.56409,1.36,0.74,7.4167,6.8245,0.934,0.0,0.72,0.16,0.31,1.6,0.885,119.0,18.1,5.80395,32,5.39283
715,Ge,Sc,A,0.99995,2.33495,0.11629,0.22253,-24.117729999999998,-0.56409,1.36,0.74,7.4167,6.8245,0.934,0.0,0.72,0.16,0.31,1.6,0.885,119.0,18.1,5.80395,32,7.3358300000000005
716,Tl,Ge,B,0.9986200000000001,4.82857,0.9999299999999999,0.9993700000000001,3.6448699999999996,-1.9248599999999998,2.01,1.92,5.273,7.4167,0.3103,0.934,1.015,0.463,0.16,1.25,0.77,19.2,119.0,5.75446,81,5.651330000000001
717,Tl,Ge,A,0.9986200000000001,4.82857,0.9999299999999999,0.9993700000000001,3.6448699999999996,-1.9248599999999998,2.01,1.92,5.273,7.4167,0.3103,0.934,1.015,0.463,0.16,1.25,0.77,19.2,119.0,5.75446,81,4.48572
718,Tl,In,B,0.9989299999999999,5.2081599999999995,0.9990899999999999,0.9902200000000001,6.63455,-0.6190100000000001,1.78,1.6,5.273,5.3782,0.3103,0.2822,1.015,0.463,0.36,1.55,0.94,19.2,28.9,5.31772,81,4.95376
719,Tl,In,A,0.9989299999999999,5.2081599999999995,0.9990899999999999,0.9902200000000001,6.63455,-0.6190100000000001,1.78,1.6,5.273,5.3782,0.3103,0.2822,1.015,0.463,0.36,1.55,0.94,19.2,28.9,5.31772,81,6.66843
720,Tl,Sn,B,0.99887,4.87752,0.9997799999999999,0.99864,4.7718,-1.13321,1.96,1.84,5.273,6.8885,0.3103,1.0258,1.015,0.463,0.345,1.45,0.83,19.2,107.3,5.67736,81,5.33426
