,Asite,Bsite,Type,At2g,Ap,Bt2g,Beg,Bp,Op,Bsite X,Bsite CS,Asite IP,Bsite IP,Asite EA,Bsite EA,Asite s,Asite d,Bsite d,Bsite atomic_radius,Bsite average_ionic_radius,Asite exp_EA,Bsite exp_EA,GM,Asite Z,Work function
721,Tl,Sn,A,0.99887,4.87752,0.9997799999999999,0.99864,4.7718,-1.13321,1.96,1.84,5.273,6.8885,0.3103,1.0258,1.015,0.463,0.345,1.45,0.83,19.2,107.3,5.67736,81,5.03437
722,Tl,Fe,B,0.99879,4.39764,0.76348,0.4098,-53.72319,-2.4798400000000003,1.83,0.99,5.273,8.5601,0.3103,2.304,1.015,0.463,0.22,1.4,0.8525,19.2,15.7,5.61252,81,6.13477
723,Tl,Fe,A,0.99879,4.39764,0.76348,0.4098,-53.72319,-2.4798400000000003,1.83,0.99,5.273,8.5601,0.3103,2.304,1.015,0.463,0.22,1.4,0.8525,19.2,15.7,5.61252,81,4.34492
724,Tl,Ga,B,0.9985200000000001,5.59362,0.99949,0.9988,6.69623,-0.77853,1.81,1.68,5.273,5.6565,0.3103,0.1686,1.015,0.463,0.17,1.3,0.76,19.2,28.9,5.35159,81,5.77949
725,Tl,Ga,A,0.9985200000000001,5.59362,0.99949,0.9988,6.69623,-0.77853,1.81,1.68,5.273,5.6565,0.3103,0.1686,1.015,0.463,0.17,1.3,0.76,19.2,28.9,5.35159,81,6.09109
726,Tl,Al,B,0.9981200000000001,5.87619,0.0,0.0,8.35365,-0.95594,1.61,1.66,5.273,5.7109,0.3103,0.2572,1.015,0.463,0.0,1.25,0.675,19.2,42.5,5.3615900000000005,81,6.21991
727,Tl,Al,A,0.9981200000000001,5.87619,0.0,0.0,8.35365,-0.95594,1.61,1.66,5.273,5.7109,0.3103,0.2572,1.015,0.463,0.0,1.25,0.675,19.2,42.5,5.3615900000000005,81,5.61102
728,Tl,Mn,B,0.9988100000000001,4.215330000000001,0.62175,0.3544,-48.91663,-2.71083,1.55,0.94,5.273,8.2684,0.3103,1.8221,1.015,0.463,0.23,1.4,0.6483300000000001,19.2,0.0,5.5152,81,5.72769
729,Tl,Mn,A,0.9988100000000001,4.215330000000001,0.62175,0.3544,-48.91663,-2.71083,1.55,0.94,5.273,8.2684,0.3103,1.8221,1.015,0.463,0.23,1.4,0.6483300000000001,19.2,0.0,5.5152,81,4.03805
730,Tl,Re,B,0.99915,2.81625,0.57867,0.37271,-43.50524,-3.7841699999999996,1.9,0.94,5.273,7.853,0.3103,2.7319,1.015,0.463,0.565,1.35,0.7125,19.2,14.5,5.60142,81,4.070930000000001
731,Tl,Re,A,0.99915,2.81625,0.57867,0.37271,-43.50524,-3.7841699999999996,1.9,0.94,5.273,7.853,0.3103,2.7319,1.015,0.463,0.565,1.35,0.7125,19.2,14.5,5.60142,81,2.72799
732,Sn,Ta,B,0.99979,-0.27288,0.32059,0.32376,-35.93032,-4.56085,1.5,0.83,6.8885,7.3632,1.0258,1.1716,0.88,0.345,0.605,1.45,0.82,107.3,31.0,5.96877,50,2.4929200000000002
733,Sn,Ta,A,0.99979,-0.27288,0.32059,0.32376,-35.93032,-4.56085,1.5,0.83,6.8885,7.3632,1.0258,1.1716,0.88,0.345,0.605,1.45,0.82,107.3,31.0,5.96877,50,3.65899
734,Sn,Mo,B,0.99984,0.08331000000000001,0.50529,0.34919,-36.21629,-4.264390000000001,2.16,0.88,6.8885,6.4838,1.0258,1.3549,0.88,0.345,0.49,1.45,0.775,107.3,71.9,5.90649,50,2.78418
735,Sn,Mo,A,0.99984,0.08331000000000001,0.50529,0.34919,-36.21629,-4.264390000000001,2.16,0.88,6.8885,6.4838,1.0258,1.3549,0.88,0.345,0.49,1.45,0.775,107.3,71.9,5.90649,50,3.19406
736,Sn,Nb,B,0.9998,-0.08177999999999999,0.35465,0.33044,-32.12818,-4.17531,1.6,0.82,6.8885,6.275,1.0258,0.0864,0.88,0.345,0.51,1.45,0.82,107.3,86.1,5.93647,50,2.28554
737,Sn,Nb,A,0.9998,-0.08177999999999999,0.35465,0.33044,-32.12818,-4.17531,1.6,0.82,6.8885,6.275,1.0258,0.0864,0.88,0.345,0.51,1.45,0.82,107.3,86.1,5.93647,50,3.22477
738,Sn,V,B,0.99984,1.08322,0.35520999999999997,0.30641,-39.28784,-3.58745,1.63,0.84,6.8885,6.4707,1.0258,0.0,0.88,0.345,0.26,1.35,0.7775,107.3,50.6,5.81269,50,4.0240800000000005
739,Sn,V,A,0.99984,1.08322,0.35520999999999997,0.30641,-39.28784,-3.58745,1.63,0.84,6.8885,6.4707,1.0258,0.0,0.88,0.345,0.26,1.35,0.7775,107.3,50.6,5.81269,50,3.4466699999999997
740,Sn,Hf,B,0.99974,1.36114,0.1963,0.30186999999999997,-29.29924,-2.1713299999999998,1.3,0.775,6.8885,7.6487,1.0258,0.4432,0.88,0.345,0.63,1.55,0.85,107.3,0.0,5.87588,50,4.2739199999999995
741,Sn,Hf,A,0.99974,1.36114,0.1963,0.30186999999999997,-29.29924,-2.1713299999999998,1.3,0.775,6.8885,7.6487,1.0258,0.4432,0.88,0.345,0.63,1.55,0.85,107.3,0.0,5.87588,50,5.31704
742,Sn,Zr,B,0.9998,2.30315,0.1898,0.29559,-24.69569,-1.08633,1.33,0.76,6.8885,6.8953,1.0258,0.0,0.88,0.345,0.54,1.55,0.86,107.3,41.1,5.82555,50,3.2729
743,Sn,Zr,A,0.9998,2.30315,0.1898,0.29559,-24.69569,-1.08633,1.33,0.76,6.8885,6.8953,1.0258,0.0,0.88,0.345,0.54,1.55,0.86,107.3,41.1,5.82555,50,5.4573599999999995
744,Sn,Sc,B,0.99982,2.85772,0.11635999999999999,0.2226,-24.35896,-0.64512,1.36,0.74,6.8885,6.8245,1.0258,0.0,0.88,0.345,0.31,1.6,0.885,107.3,18.1,5.72619,50,4.84774
745,Sn,Sc,A,0.99982,2.85772,0.11635999999999999,0.2226,-24.35896,-0.64512,1.36,0.74,6.8885,6.8245,1.0258,0.0,0.88,0.345,0.31,1.6,0.885,107.3,18.1,5.72619,50,6.56473
746,Ga,Ge,B,0.99979,4.043819999999999,0.9999100000000001,0.99931,3.85425,-2.04438,2.01,1.92,5.6565,7.4167,0.1686,0.934,0.76,0.17,0.16,1.25,0.77,28.9,119.0,5.75446,31,5.14757
747,Ga,Ge,A,0.99979,4.043819999999999,0.9999100000000001,0.99931,3.85425,-2.04438,2.01,1.92,5.6565,7.4167,0.1686,0.934,0.76,0.17,0.16,1.25,0.77,28.9,119.0,5.75446,31,5.85281
748,Sn,Ti,B,0.99982,1.4338600000000001,0.18803,0.29515,-33.868190000000006,-2.86438,1.54,0.79,6.8885,7.2564,1.0258,0.2526,0.88,0.345,0.28,1.4,0.85167,107.3,7.6,5.76342,50,4.66235
749,Sn,Ti,A,0.99982,1.4338600000000001,0.18803,0.29515,-33.868190000000006,-2.86438,1.54,0.79,6.8885,7.2564,1.0258,0.2526,0.88,0.345,0.28,1.4,0.85167,107.3,7.6,5.76342,50,4.6867
750,Ge,Sb,B,0.9999600000000001,-0.29705,0.99997,0.99923,0.36588000000000004,-3.8339199999999996,2.05,2.08,7.4167,8.3266,0.934,1.8032,0.72,0.16,0.335,1.45,0.83,119.0,103.2,6.25349,32,4.56381
751,Ge,Sb,A,0.9999600000000001,-0.29705,0.99997,0.99923,0.36588000000000004,-3.8339199999999996,2.05,2.08,7.4167,8.3266,0.934,1.8032,0.72,0.16,0.335,1.45,0.83,119.0,103.2,6.25349,32,4.56729
752,Ga,In,B,0.99985,4.40883,0.9991200000000001,0.98759,6.50365,-0.72245,1.78,1.6,5.6565,5.3782,0.1686,0.2822,0.76,0.17,0.36,1.55,0.94,28.9,28.9,5.31772,31,3.53205
753,Ga,In,A,0.99985,4.40883,0.9991200000000001,0.98759,6.50365,-0.72245,1.78,1.6,5.6565,5.3782,0.1686,0.2822,0.76,0.17,0.36,1.55,0.94,28.9,28.9,5.31772,31,7.25508
754,Ga,Ga,B,0.9997799999999999,5.59075,0.9997799999999999,0.99984,5.59075,-0.9161100000000001,1.81,1.68,5.6565,5.6565,0.1686,0.1686,0.76,0.17,0.17,1.3,0.76,28.9,28.9,5.35159,31,4.735609999999999
755,Ga,Ga,B,0.9997799999999999,5.59075,0.9997799999999999,0.99984,5.59075,-0.9161100000000001,1.81,1.68,5.6565,5.6565,0.1686,0.1686,0.76,0.17,0.17,1.3,0.76,28.9,28.9,5.35159,31,4.735609999999999
756,Ga,Ga,A,0.9997799999999999,5.59075,0.9997799999999999,0.99984,5.59075,-0.9161100000000001,1.81,1.68,5.6565,5.6565,0.1686,0.1686,0.76,0.17,0.17,1.3,0.76,28.9,28.9,5.35159,31,7.359960000000001
757,Ga,Ga,A,0.9997799999999999,5.59075,0.9997799999999999,0.99984,5.59075,-0.9161100000000001,1.81,1.68,5.6565,5.6565,0.1686,0.1686,0.76,0.17,0.17,1.3,0.76,28.9,28.9,5.35159,31,7.359960000000001
758,Ga,Fe,B,0.99984,3.52195,0.75047,0.39775,-53.85188,-2.7505900000000003,1.83,0.99,5.6565,8.5601,0.1686,2.304,0.76,0.17,0.22,1.4,0.8525,28.9,15.7,5.61252,31,4.99437
759,Ga,Fe,A,0.99984,3.52195,0.75047,0.39775,-53.85188,-2.7505900000000003,1.83,0.99,5.6565,8.5601,0.1686,2.304,0.76,0.17,0.22,1.4,0.8525,28.9,15.7,5.61252,31,5.7885
760,Ga,Al,B,0.9997,4.84504,0.0,0.0,9.05816,-1.0991600000000001,1.61,1.66,5.6565,5.7109,0.1686,0.2572,0.76,0.17,0.0,1.25,0.675,28.9,42.5,5.3615900000000005,31,4.619680000000001
761,Ga,Al,A,0.9997,4.84504,0.0,0.0,9.05816,-1.0991600000000001,1.61,1.66,5.6565,5.7109,0.1686,0.2572,0.76,0.17,0.0,1.25,0.675,28.9,42.5,5.3615900000000005,31,7.259410000000001
762,Ga,Re,B,0.9998600000000001,2.02647,0.57686,0.37908000000000003,-43.5547,-4.10685,1.9,0.94,5.6565,7.853,0.1686,2.7319,0.76,0.17,0.565,1.35,0.7125,28.9,14.5,5.60142,31,3.76729
763,Ga,Re,A,0.9998600000000001,2.02647,0.57686,0.37908000000000003,-43.5547,-4.10685,1.9,0.94,5.6565,7.853,0.1686,2.7319,0.76,0.17,0.565,1.35,0.7125,28.9,14.5,5.60142,31,3.33175
764,Ga,W,B,0.99984,1.92042,0.42916000000000004,0.35977,-39.76121,-4.03495,2.36,0.885,5.6565,7.6293,0.1686,1.9369,0.76,0.17,0.59,1.35,0.76667,28.9,78.6,5.70352,31,3.03695
765,Ga,W,A,0.99984,1.92042,0.42916000000000004,0.35977,-39.76121,-4.03495,2.36,0.885,5.6565,7.6293,0.1686,1.9369,0.76,0.17,0.59,1.35,0.76667,28.9,78.6,5.70352,31,3.3461199999999995
766,Ga,Mn,B,0.99984,3.3641199999999998,0.61727,0.36522,-49.003840000000004,-2.97234,1.55,0.94,5.6565,8.2684,0.1686,1.8221,0.76,0.17,0.23,1.4,0.6483300000000001,28.9,0.0,5.5152,31,5.433730000000001
767,Ga,Mn,A,0.99984,3.3641199999999998,0.61727,0.36522,-49.003840000000004,-2.97234,1.55,0.94,5.6565,8.2684,0.1686,1.8221,0.76,0.17,0.23,1.4,0.6483300000000001,28.9,0.0,5.5152,31,5.19271
768,Ga,Cr,B,0.99985,3.3978599999999997,0.49378999999999995,0.36882,-44.14833,-2.94323,1.66,0.89,5.6565,6.7401,0.1686,1.3828,0.76,0.17,0.25,1.4,0.94,28.9,64.3,5.5152,31,4.9896199999999995
769,Ga,Cr,A,0.99985,3.3978599999999997,0.49378999999999995,0.36882,-44.14833,-2.94323,1.66,0.89,5.6565,6.7401,0.1686,1.3828,0.76,0.17,0.25,1.4,0.94,28.9,64.3,5.5152,31,4.7573099999999995
770,Ga,Mo,B,0.99984,2.60065,0.45247,0.37666,-36.29505,-3.4031,2.16,0.88,5.6565,6.4838,0.1686,1.3549,0.76,0.17,0.49,1.45,0.775,28.9,71.9,5.56757,31,3.692
771,Ga,Mo,A,0.99984,2.60065,0.45247,0.37666,-36.29505,-3.4031,2.16,0.88,5.6565,6.4838,0.1686,1.3549,0.76,0.17,0.49,1.45,0.775,28.9,71.9,5.56757,31,4.00662
772,Ga,Ta,B,0.99979,2.60858,0.26106999999999997,0.34529,-35.36306,-3.03329,1.5,0.83,5.6565,7.3632,0.1686,1.1716,0.76,0.17,0.605,1.45,0.82,28.9,31.0,5.62628,31,2.91161
773,Ga,Ta,A,0.99979,2.60858,0.26106999999999997,0.34529,-35.36306,-3.03329,1.5,0.83,5.6565,7.3632,0.1686,1.1716,0.76,0.17,0.605,1.45,0.82,28.9,31.0,5.62628,31,5.52492
774,Ga,V,B,0.99985,3.54264,0.31683,0.33597,-38.94985,-2.59927,1.63,0.84,5.6565,6.4707,0.1686,0.0,0.76,0.17,0.26,1.35,0.7775,28.9,50.6,5.47915,31,5.1650599999999995
775,Ga,V,A,0.99985,3.54264,0.31683,0.33597,-38.94985,-2.59927,1.63,0.84,5.6565,6.4707,0.1686,0.0,0.76,0.17,0.26,1.35,0.7775,28.9,50.6,5.47915,31,4.93489
776,Ga,Hf,B,0.9998100000000001,3.9298,0.19255,0.29878000000000005,-27.68473,-0.71417,1.3,0.775,5.6565,7.6487,0.1686,0.4432,0.76,0.17,0.63,1.55,0.85,28.9,0.0,5.53872,31,6.49829
777,Ga,Hf,A,0.9998100000000001,3.9298,0.19255,0.29878000000000005,-27.68473,-0.71417,1.3,0.775,5.6565,7.6487,0.1686,0.4432,0.76,0.17,0.63,1.55,0.85,28.9,0.0,5.53872,31,7.1985
778,Ga,Nb,B,0.9998,3.25149,0.28467,0.35891,-31.574720000000003,-2.43213,1.6,0.82,5.6565,6.275,0.1686,0.0864,0.76,0.17,0.51,1.45,0.82,28.9,86.1,5.59583,31,3.61458
779,Ga,Nb,A,0.9998,3.25149,0.28467,0.35891,-31.574720000000003,-2.43213,1.6,0.82,5.6565,6.275,0.1686,0.0864,0.76,0.17,0.51,1.45,0.82,28.9,86.1,5.59583,31,5.55815
780,Ge,Ge,B,0.99992,3.3717099999999998,0.99992,0.99997,3.3717099999999998,-1.44747,2.01,1.92,7.4167,7.4167,0.934,0.934,0.72,0.16,0.16,1.25,0.77,119.0,119.0,6.18765,32,5.46623
781,Ge,Ge,B,0.99992,3.3717099999999998,0.99992,0.99997,3.3717099999999998,-1.44747,2.01,1.92,7.4167,7.4167,0.934,0.934,0.72,0.16,0.16,1.25,0.77,119.0,119.0,6.18765,32,5.46623
782,Ge,Ge,A,0.99992,3.3717099999999998,0.99992,0.99997,3.3717099999999998,-1.44747,2.01,1.92,7.4167,7.4167,0.934,0.934,0.72,0.16,0.16,1.25,0.77,119.0,119.0,6.18765,32,5.52315
783,Ge,Ge,A,0.99992,3.3717099999999998,0.99992,0.99997,3.3717099999999998,-1.44747,2.01,1.92,7.4167,7.4167,0.934,0.934,0.72,0.16,0.16,1.25,0.77,119.0,119.0,6.18765,32,5.52315
784,In,Mn,B,0.9995700000000001,3.39075,0.6591199999999999,0.34026999999999996,-48.76713,-3.1482799999999997,1.55,0.94,5.3782,8.2684,0.2822,1.8221,0.94,0.36,0.23,1.4,0.6483300000000001,28.9,0.0,5.48029,49,5.00472
785,In,Mn,A,0.9995700000000001,3.39075,0.6591199999999999,0.34026999999999996,-48.76713,-3.1482799999999997,1.55,0.94,5.3782,8.2684,0.2822,1.8221,0.94,0.36,0.23,1.4,0.6483300000000001,28.9,0.0,5.48029,49,4.37212
786,In,Cr,B,0.9995700000000001,3.32185,0.501,0.3455,-43.97481,-3.19026,1.66,0.89,5.3782,6.7401,0.2822,1.3828,0.94,0.36,0.25,1.4,0.94,28.9,64.3,5.48029,49,4.53183
787,In,Cr,A,0.9995700000000001,3.32185,0.501,0.3455,-43.97481,-3.19026,1.66,0.89,5.3782,6.7401,0.2822,1.3828,0.94,0.36,0.25,1.4,0.94,28.9,64.3,5.48029,49,4.08876
788,In,Re,B,0.9996200000000001,2.4752099999999997,0.59121,0.36977,-43.41663,-3.9664099999999998,1.9,0.94,5.3782,7.853,0.2822,2.7319,0.94,0.36,0.565,1.35,0.7125,28.9,14.5,5.56596,49,3.9666
789,In,Re,A,0.9996200000000001,2.4752099999999997,0.59121,0.36977,-43.41663,-3.9664099999999998,1.9,0.94,5.3782,7.853,0.2822,2.7319,0.94,0.36,0.565,1.35,0.7125,28.9,14.5,5.56596,49,3.27167
790,In,W,B,0.9995299999999999,2.4529099999999997,0.42846999999999996,0.35303,-39.77474,-3.8873,2.36,0.885,5.3782,7.6293,0.2822,1.9369,0.94,0.36,0.59,1.35,0.76667,28.9,78.6,5.66742,49,3.2757099999999997
791,In,W,A,0.9995299999999999,2.4529099999999997,0.42846999999999996,0.35303,-39.77474,-3.8873,2.36,0.885,5.3782,7.6293,0.2822,1.9369,0.94,0.36,0.59,1.35,0.76667,28.9,78.6,5.66742,49,3.2238599999999997
792,In,Mo,B,0.99955,2.9407900000000002,0.46428,0.3672,-36.25793,-3.38383,2.16,0.88,5.3782,6.4838,0.2822,1.3549,0.94,0.36,0.49,1.45,0.775,28.9,71.9,5.53233,49,3.8361300000000003
793,In,Mo,A,0.99955,2.9407900000000002,0.46428,0.3672,-36.25793,-3.38383,2.16,0.88,5.3782,6.4838,0.2822,1.3549,0.94,0.36,0.49,1.45,0.775,28.9,71.9,5.53233,49,3.6887199999999996
794,In,V,B,0.9995799999999999,3.18289,0.33583,0.31623,-39.101040000000005,-3.11895,1.63,0.84,5.3782,6.4707,0.2822,0.0,0.94,0.36,0.26,1.35,0.7775,28.9,50.6,5.44447,49,4.56503
795,In,V,A,0.9995799999999999,3.18289,0.33583,0.31623,-39.101040000000005,-3.11895,1.63,0.84,5.3782,6.4707,0.2822,0.0,0.94,0.36,0.26,1.35,0.7775,28.9,50.6,5.44447,49,4.00836
796,In,Ta,B,0.99941,2.81237,0.26172,0.33954,-35.75867,-3.22077,1.5,0.83,5.3782,7.3632,0.2822,1.1716,0.94,0.36,0.605,1.45,0.82,28.9,31.0,5.590669999999999,49,3.11064
797,In,Ta,A,0.99941,2.81237,0.26172,0.33954,-35.75867,-3.22077,1.5,0.83,5.3782,7.3632,0.2822,1.1716,0.94,0.36,0.605,1.45,0.82,28.9,31.0,5.590669999999999,49,4.43692
798,In,Nb,B,0.99946,3.1003700000000003,0.29388000000000003,0.35051,-32.04014,-2.91227,1.6,0.82,5.3782,6.275,0.2822,0.0864,0.94,0.36,0.51,1.45,0.82,28.9,86.1,5.56041,49,3.7618400000000003
799,In,Nb,A,0.99946,3.1003700000000003,0.29388000000000003,0.35051,-32.04014,-2.91227,1.6,0.82,5.3782,6.275,0.2822,0.0864,0.94,0.36,0.51,1.45,0.82,28.9,86.1,5.56041,49,4.40684
800,In,Hf,B,0.9994299999999999,3.47514,0.19479000000000002,0.29771,-28.57348,-1.44697,1.3,0.775,5.3782,7.6487,0.2822,0.4432,0.94,0.36,0.63,1.55,0.85,28.9,0.0,5.50366,49,4.4361
801,In,Hf,A,0.9994299999999999,3.47514,0.19479000000000002,0.29771,-28.57348,-1.44697,1.3,0.775,5.3782,7.6487,0.2822,0.4432,0.94,0.36,0.63,1.55,0.85,28.9,0.0,5.50366,49,5.25646
802,In,Zr,B,0.9995299999999999,3.45689,0.18779,0.29481999999999997,-24.9626,-1.36169,1.33,0.76,5.3782,6.8953,0.2822,0.0,0.94,0.36,0.54,1.55,0.86,28.9,41.1,5.456519999999999,49,4.42096
803,In,Zr,A,0.9995299999999999,3.45689,0.18779,0.29481999999999997,-24.9626,-1.36169,1.33,0.76,5.3782,6.8953,0.2822,0.0,0.94,0.36,0.54,1.55,0.86,28.9,41.1,5.456519999999999,49,5.90028
804,In,Sc,B,0.9995700000000001,3.9952400000000003,0.11706,0.2263,-24.339170000000003,-0.71841,1.36,0.74,5.3782,6.8245,0.2822,0.0,0.94,0.36,0.31,1.6,0.885,28.9,18.1,5.36345,49,4.31149
805,In,Sc,A,0.9995700000000001,3.9952400000000003,0.11706,0.2263,-24.339170000000003,-0.71841,1.36,0.74,5.3782,6.8245,0.2822,0.0,0.94,0.36,0.31,1.6,0.885,28.9,18.1,5.36345,49,6.760210000000001
806,In,Ti,B,0.99956,3.21415,0.18734,0.29625,-33.43307,-2.5071,1.54,0.79,5.3782,7.2564,0.2822,0.2526,0.94,0.36,0.28,1.4,0.85167,28.9,7.6,5.39832,49,4.60836
807,In,Ti,A,0.99956,3.21415,0.18734,0.29625,-33.43307,-2.5071,1.54,0.79,5.3782,7.2564,0.2822,0.2526,0.94,0.36,0.28,1.4,0.85167,28.9,7.6,5.39832,49,4.81151
808,Ga,Sn,B,0.99984,4.17746,0.99974,0.99859,4.96326,-1.06524,1.96,1.84,5.6565,6.8885,0.1686,1.0258,0.76,0.17,0.345,1.45,0.83,28.9,107.3,5.67736,31,4.89116
809,Ga,Sn,A,0.99984,4.17746,0.99974,0.99859,4.96326,-1.06524,1.96,1.84,5.6565,6.8885,0.1686,1.0258,0.76,0.17,0.345,1.45,0.83,28.9,107.3,5.67736,31,6.9403
810,Sn,Sb,B,0.9998600000000001,0.22946999999999998,0.99997,0.9993799999999999,0.3578,-3.59606,2.05,2.08,6.8885,8.3266,1.0258,1.8032,0.88,0.345,0.335,1.45,0.83,107.3,103.2,6.16971,50,4.94528
811,Sn,Sb,A,0.9998600000000001,0.22946999999999998,0.99997,0.9993799999999999,0.3578,-3.59606,2.05,2.08,6.8885,8.3266,1.0258,1.8032,0.88,0.345,0.335,1.45,0.83,107.3,103.2,6.16971,50,3.66145
812,Ga,Sb,B,0.9998299999999999,4.01001,0.9999600000000001,0.99903,2.30076,-2.09904,2.05,2.08,5.6565,8.3266,0.1686,1.8032,0.76,0.17,0.335,1.45,0.83,28.9,103.2,5.81569,31,5.702030000000001
813,Ga,Sb,A,0.9998299999999999,4.01001,0.9999600000000001,0.99903,2.30076,-2.09904,2.05,2.08,5.6565,8.3266,0.1686,1.8032,0.76,0.17,0.335,1.45,0.83,28.9,103.2,5.81569,31,5.32048
814,Sn,Sn,B,0.9997799999999999,2.95982,0.9997799999999999,0.9999100000000001,2.95982,-1.80445,1.96,1.84,6.8885,6.8885,1.0258,1.0258,0.88,0.345,0.345,1.45,0.83,107.3,107.3,6.022959999999999,50,4.98538
815,Sn,Sn,B,0.9997799999999999,2.95982,0.9997799999999999,0.9999100000000001,2.95982,-1.80445,1.96,1.84,6.8885,6.8885,1.0258,1.0258,0.88,0.345,0.345,1.45,0.83,107.3,107.3,6.022959999999999,50,4.98538
816,Sn,Sn,A,0.9997799999999999,2.95982,0.9997799999999999,0.9999100000000001,2.95982,-1.80445,1.96,1.84,6.8885,6.8885,1.0258,1.0258,0.88,0.345,0.345,1.45,0.83,107.3,107.3,6.022959999999999,50,5.12596
817,Sn,Sn,A,0.9997799999999999,2.95982,0.9997799999999999,0.9999100000000001,2.95982,-1.80445,1.96,1.84,6.8885,6.8885,1.0258,1.0258,0.88,0.345,0.345,1.45,0.83,107.3,107.3,6.022959999999999,50,5.12596
818,Sn,Ge,B,0.9997299999999999,2.97607,0.99997,0.9993799999999999,3.19155,-2.02129,2.01,1.92,6.8885,7.4167,1.0258,0.934,0.88,0.345,0.16,1.25,0.77,107.3,119.0,6.10475,50,5.54568
819,Sn,Ge,A,0.9997299999999999,2.97607,0.99997,0.9993799999999999,3.19155,-2.02129,2.01,1.92,6.8885,7.4167,1.0258,0.934,0.88,0.345,0.16,1.25,0.77,107.3,119.0,6.10475,50,4.75325
820,Sn,Ga,B,0.9997,3.3767400000000003,0.9995,0.99882,5.82316,-1.0342,1.81,1.68,6.8885,5.6565,1.0258,0.1686,0.88,0.345,0.17,1.3,0.76,107.3,28.9,5.67736,50,5.07721
821,Sn,Ga,A,0.9997,3.3767400000000003,0.9995,0.99882,5.82316,-1.0342,1.81,1.68,6.8885,5.6565,1.0258,0.1686,0.88,0.345,0.17,1.3,0.76,107.3,28.9,5.67736,50,6.075069999999999
822,Sn,In,B,0.99979,3.27975,0.9996799999999999,0.98903,5.84535,-0.67902,1.78,1.6,6.8885,5.3782,1.0258,0.2822,0.88,0.345,0.36,1.55,0.94,107.3,28.9,5.641430000000001,50,4.61032
823,Sn,In,A,0.99979,3.27975,0.9996799999999999,0.98903,5.84535,-0.67902,1.78,1.6,6.8885,5.3782,1.0258,0.2822,0.88,0.345,0.36,1.55,0.94,107.3,28.9,5.641430000000001,50,6.6061
824,Sn,Fe,B,0.99984,2.11033,0.7911,0.37549,-53.58493000000001,-2.95439,1.83,0.99,6.8885,8.5601,1.0258,2.304,0.88,0.345,0.22,1.4,0.8525,107.3,15.7,5.95418,50,5.20488
825,Sn,Fe,A,0.99984,2.11033,0.7911,0.37549,-53.58493000000001,-2.95439,1.83,0.99,6.8885,8.5601,1.0258,2.304,0.88,0.345,0.22,1.4,0.8525,107.3,15.7,5.95418,50,4.5906
826,Sn,Al,B,0.99956,3.4401900000000003,0.0,0.0,7.73037,-1.41065,1.61,1.66,6.8885,5.7109,1.0258,0.2572,0.88,0.345,0.0,1.25,0.675,107.3,42.5,5.68797,50,5.08223
827,Sn,Al,A,0.99956,3.4401900000000003,0.0,0.0,7.73037,-1.41065,1.61,1.66,6.8885,5.7109,1.0258,0.2572,0.88,0.345,0.0,1.25,0.675,107.3,42.5,5.68797,50,5.562869999999999
828,Sn,Mn,B,0.99984,1.79214,0.6565,0.33755999999999997,-48.829809999999995,-3.22646,1.55,0.94,6.8885,8.2684,1.0258,1.8221,0.88,0.345,0.23,1.4,0.6483300000000001,107.3,0.0,5.85093,50,4.96212
829,Sn,Mn,A,0.99984,1.79214,0.6565,0.33755999999999997,-48.829809999999995,-3.22646,1.55,0.94,6.8885,8.2684,1.0258,1.8221,0.88,0.345,0.23,1.4,0.6483300000000001,107.3,0.0,5.85093,50,4.22818
830,Sn,W,B,0.99984,-0.26002,0.48433000000000004,0.33798,-39.67924,-4.75155,2.36,0.885,6.8885,7.6293,1.0258,1.9369,0.88,0.345,0.59,1.35,0.76667,107.3,78.6,6.05072,50,2.67784
831,Sn,W,A,0.99984,-0.26002,0.48433000000000004,0.33798,-39.67924,-4.75155,2.36,0.885,6.8885,7.6293,1.0258,1.9369,0.88,0.345,0.59,1.35,0.76667,107.3,78.6,6.05072,50,3.39804
832,Sn,Re,B,0.9998799999999999,-0.06619,0.6360899999999999,0.35431999999999997,-43.20823,-4.58667,1.9,0.94,6.8885,7.853,1.0258,2.7319,0.88,0.345,0.565,1.35,0.7125,107.3,14.5,5.9424,50,3.52795
833,Sn,Re,A,0.9998799999999999,-0.06619,0.6360899999999999,0.35431999999999997,-43.20823,-4.58667,1.9,0.94,6.8885,7.853,1.0258,2.7319,0.88,0.345,0.565,1.35,0.7125,107.3,14.5,5.9424,50,3.1641
834,Sn,Cr,B,0.99984,1.4499600000000001,0.52349,0.34065,-44.14302,-3.46392,1.66,0.89,6.8885,6.7401,1.0258,1.3828,0.88,0.345,0.25,1.4,0.94,107.3,64.3,5.85093,50,4.370480000000001
835,Sn,Cr,A,0.99984,1.4499600000000001,0.52349,0.34065,-44.14302,-3.46392,1.66,0.89,6.8885,6.7401,1.0258,1.3828,0.88,0.345,0.25,1.4,0.94,107.3,64.3,5.85093,50,3.7513699999999996
836,Pb,Ta,B,0.99951,-0.18779,0.32503000000000004,0.31966,-35.908590000000004,-4.58281,1.5,0.83,6.6709,7.3632,1.0412,1.1716,0.96,0.45,0.605,1.45,0.82,35.1,31.0,5.85334,82,2.4283099999999997
