,Asite,Bsite,Type,At2g,Ap,Bt2g,Beg,Bp,Op,Bsite CS,Asite IP,Asite EA,Bsite EA,Asite s,Asite d,Bsite atomic_radius,Bsite average_ionic_radius,Asite exp_EA,GM,Asite Z,Work function
1133,V,Os,A,0.18913,-38.81991,0.7812899999999999,0.35039000000000003,-51.44993,-4.41181,0.995,6.4707,0.0,3.5529,1.09,0.26,1.3,0.6729999999999999,50.6,5.96654,23,5.95218
1135,Y,Os,A,0.14062,-24.72946,0.8714799999999999,0.34649,-46.29374,-4.88098,0.995,6.5236,0.0,3.5529,1.32,0.58,1.3,0.6729999999999999,29.6,5.8239800000000015,39,3.66531
1137,Pb,Ni,A,0.9996,3.11629,0.8949299999999999,0.6138600000000001,-39.149,-1.7728400000000002,1.09,6.6709,1.0412,0.0837,0.96,0.45,1.35,0.74,35.1,5.93371,82,4.64081
1139,Sn,Ni,A,0.99987,3.21522,0.93213,0.75531,-64.29464,-2.60358,1.09,6.8885,1.0258,0.0837,0.88,0.345,1.35,0.74,107.3,6.05072,50,5.1408
1141,Ge,Ni,A,1.00011,1.8841900000000005,0.94992,0.64666,-57.63021,-2.24955,1.09,7.4167,0.934,0.0837,0.72,0.16,1.35,0.74,119.0,6.13289,32,5.99578
1143,Tl,Ni,A,0.99893,4.72048,0.94322,0.6618,-24.5043,-1.6880400000000002,1.09,5.273,0.3103,0.0837,1.015,0.46299999999999997,1.35,0.74,19.2,5.70352,81,4.99103
1145,In,Ni,A,0.99964,4.3238900000000005,0.97517,0.52008,-64.30564,-1.90329,1.09,5.3782,0.2822,0.0837,0.94,0.36,1.35,0.74,28.9,5.66742,49,4.81091
1147,Ga,Ni,A,0.99991,3.86212,0.96664,0.65474,-64.2776,-1.92109,1.09,5.6565,0.1686,0.0837,0.76,0.17,1.35,0.74,28.9,5.70352,31,6.01296
1149,Hg,Ni,A,0.99391,-65.10710999999999,0.95464,0.58312,-29.81137,-2.08164,1.09,8.6343,0.0,0.0837,1.07,0.475,1.35,0.74,0.0,6.2134,80,5.59195
1151,Cd,Ni,A,0.997,-104.66915,0.92902,0.6999,-22.21261,-2.11563,1.09,8.6893,0.0,0.0837,0.985,0.37,1.35,0.74,0.0,6.05914,48,5.35255
1153,Zn,Ni,A,0.99901,-95.12143,0.95395,0.6068899999999999,-61.77209000000001,-2.28999,1.09,9.6186,0.0,0.0837,0.82,0.175,1.35,0.74,0.0,6.09236,30,6.4670000000000005
1155,Ag,Ni,A,0.95874,291.90563,0.92236,0.5614899999999999,-9.07779,-1.79338,1.09,7.1384,1.2177,0.0837,1.045,0.385,1.35,0.74,125.6,6.08962,47,5.47519
1157,Mn,Ni,A,0.5626899999999999,-48.13154,0.96604,0.6089,-66.19346999999999,-3.13437,1.09,8.2684,1.8221,0.0837,0.99,0.23,1.35,0.74,0.0,5.8779,25,6.27991
1159,La,Ni,A,0.61861,-14.33549,0.99585,0.5733199999999999,-63.96984000000001,-3.05704,1.09,4.8037,1.6693,0.0837,1.375,0.8740000000000001,1.35,0.74,48.0,5.66742,57,2.82091
1161,Cr,Ni,A,0.4567600000000001,-41.73129,0.96198,0.71642,315.13208,-3.27946,1.09,6.7401,1.3828,0.0837,1.07,0.25,1.35,0.74,64.3,5.8779,24,5.98466
1163,V,Ni,A,0.29063,-39.34287,0.96401,0.68514,-10.34774,-3.49561,1.09,6.4707,0.0,0.0837,1.09,0.26,1.35,0.74,50.6,5.83948,23,5.66607
1165,Y,Ni,A,0.11900000000000001,-22.14904,0.98972,0.4855,-64.99179000000001,-2.45618,1.09,6.5236,0.0,0.0837,1.32,0.58,1.35,0.74,29.6,5.69996,39,3.2869900000000003
1167,Ba,Ni,A,0.0,-9.15704,0.92435,0.59867,-67.72351,-1.33549,1.09,5.1752,0.0797,0.0837,1.515,0.94,1.35,0.74,13.95,5.3846300000000005,56,2.92619
1170,Mg,Ni,A,0.0,-42.06014,0.95415,0.6351399999999999,-64.08679000000001,-2.0879,1.09,7.9081,0.0,0.0837,0.9,0.0,1.35,0.74,0.0,5.88735,12,5.86502
1171,Cs,Ni,A,0.0,-4.8704,0.94745,0.8111,-64.55368,-1.7331900000000002,1.09,3.6887,0.5471,0.0837,1.71,0.0,1.35,0.74,45.5,5.2820800000000006,55,3.2979
1173,Rb,Ni,A,0.0,-6.78159,0.8849899999999999,0.6311899999999999,-64.84885,-1.14553,1.09,4.0528,0.5794,0.0837,1.67,0.71,1.35,0.74,46.9,5.35743,37,3.06241
1175,K,Ni,A,0.0,-9.75825,0.8859100000000001,0.70325,-64.82059,-1.52429,1.09,4.2663,0.5992,0.0837,1.54,0.37,1.35,0.74,48.4,5.39357,19,3.98053
1177,Na,Ni,A,0.0,-20.99248,0.90817,0.62793,-108.41991000000002,-1.53157,1.09,5.118,0.6796,0.0837,1.1,0.0,1.35,0.74,52.8,5.57291,11,5.17122
1180,Mn,Co,A,0.5362,-48.08244000000001,0.93096,0.46915,-5.84747,-3.58021,1.04,8.2684,1.8221,2.7695,0.99,0.23,1.35,0.7683300000000001,0.0,5.85093,25,6.07106
1181,La,Co,A,0.64102,-14.89702,0.9214,0.39783,-59.00707,-3.07432,1.04,4.8037,1.6693,2.7695,1.375,0.8740000000000001,1.35,0.7683300000000001,48.0,5.6414300000000015,57,2.2566200000000003
1184,Cr,Co,A,0.34379,-43.62249,0.89359,0.55833,-39.91774,-3.62352,1.04,6.7401,1.3828,2.7695,1.07,0.25,1.35,0.7683300000000001,64.3,5.85093,24,5.7283800000000005
1186,V,Co,A,0.30971,-39.26809,0.94149,0.44644,-58.76595,-3.89157,1.04,6.4707,0.0,2.7695,1.09,0.26,1.35,0.7683300000000001,50.6,5.81269,23,5.4268
1187,Y,Co,A,0.13952,-22.51733,0.96337,0.40952,-1.93462,-2.9618,1.04,6.5236,0.0,2.7695,1.32,0.58,1.35,0.7683300000000001,29.6,5.67381,39,2.80256
1189,Ba,Co,A,0.0,-9.35737,0.81766,0.5795399999999999,-62.31367,-1.86804,1.04,5.1752,0.0797,2.7695,1.515,0.94,1.35,0.7683300000000001,13.95,5.35993,56,2.54955
1191,Sr,Co,A,0.0,-14.2264,0.8357100000000001,0.5364899999999999,-1.11881,-2.01143,1.04,5.7777,0.0,2.7695,1.42,0.633,1.35,0.7683300000000001,5.03,5.167999999999999,38,3.23969
1193,Ca,Co,A,0.0,-19.72845,0.87329,0.54382,-42.57985,-2.23197,1.04,6.2588,0.0,2.7695,1.32,0.34,1.35,0.7683300000000001,2.37,5.26746,20,4.02346
1195,Mg,Co,A,0.0,-51.92868,0.8910299999999999,0.50563,-59.18091999999999,-2.64641,1.04,7.9081,0.0,2.7695,0.9,0.0,1.35,0.7683300000000001,0.0,5.86034,12,5.43947
1197,Cs,Co,A,0.0,-4.88914,0.8487899999999999,0.68721,-58.03927,-1.98165,1.04,3.6887,0.5471,2.7695,1.71,0.0,1.35,0.7683300000000001,45.5,5.25785,55,2.90568
1199,Rb,Co,A,0.0,-7.0812,0.7500100000000001,0.54356,-59.25713,-1.70752,1.04,4.0528,0.5794,2.7695,1.67,0.71,1.35,0.7683300000000001,46.9,5.33285,37,3.02629
1201,K,Co,A,0.0,-9.99088,0.8541700000000001,0.57934,-59.35882,-1.87551,1.04,4.2663,0.5992,2.7695,1.54,0.37,1.35,0.7683300000000001,48.4,5.36883,19,3.53202
1203,Na,Co,A,0.0,-21.25383,0.82719,0.47492,-61.32526,-1.77313,1.04,5.118,0.6796,2.7695,1.1,0.0,1.35,0.7683300000000001,52.8,5.54735,11,4.81804
1205,Li,Co,A,0.0,0.0,0.8254799999999999,0.40696,37.9114,-2.0158,1.04,5.3425,0.7046,2.7695,0.985,0.0,1.35,0.7683300000000001,59.6,5.6082800000000015,3,6.725230000000002
1207,Bi,Ni,A,0.99964,1.10797,0.98593,0.6230899999999999,-64.00956,-2.72638,1.09,7.9894,1.7888,0.0837,0.92,0.43799999999999994,1.35,0.74,91.2,6.9211100000000005,83,3.77693
1210,Bi,Co,A,0.99983,0.95937,0.9662,0.44294,-58.97933,-2.6143,1.04,7.9894,1.7888,2.7695,0.92,0.43799999999999994,1.35,0.7683300000000001,91.2,6.889360000000001,83,3.61499
1212,Sb,Co,A,1.00153,0.20872,0.92093,0.42147,-59.65785,-3.02956,1.04,8.3266,1.8032,2.7695,0.83,0.335,1.35,0.7683300000000001,103.2,6.16971,51,4.4329800000000015
1213,Pb,Co,A,0.9997,2.69966,0.89225,0.47115,-48.86457,-2.31307,1.04,6.6709,1.0412,2.7695,0.96,0.45,1.35,0.7683300000000001,35.1,5.90649,82,4.29665
1215,Sn,Co,A,0.99983,2.66329,0.92658,0.40543,-58.83152,-2.66757,1.04,6.8885,1.0258,2.7695,0.88,0.345,1.35,0.7683300000000001,107.3,6.0229599999999985,50,4.84525
1217,Sr,Ni,A,0.0,-13.7956,0.88513,0.51752,-2.43201,-1.59113,1.09,5.7777,0.0,0.0837,1.42,0.633,1.35,0.74,5.03,5.19182,38,3.65878
1219,Ca,Ni,A,0.0,-19.37433,0.93523,0.55307,-39.80235,-1.63963,1.09,6.2588,0.0,0.0837,1.32,0.34,1.35,0.74,2.37,5.29173,20,4.46002
1221,Ge,Co,A,0.99606,2.36025,0.88694,0.63244,-58.96458000000001,-2.41791,1.04,7.4167,0.934,2.7695,0.72,0.16,1.35,0.7683300000000001,119.0,6.10475,32,5.75471
1223,Tl,Co,A,0.99885,4.51322,0.81439,0.45267,-36.38662,-1.93298,1.04,5.273,0.3103,2.7695,1.015,0.46299999999999997,1.35,0.7683300000000001,19.2,5.67736,81,4.6368800000000014
1225,In,Co,A,0.99954,3.639580000000001,0.90238,0.36529,-58.81535,-2.70227,1.04,5.3782,0.2822,2.7695,0.94,0.36,1.35,0.7683300000000001,28.9,5.6414300000000015,49,4.83616
1227,Ga,Co,A,0.99978,4.2824300000000015,0.82011,0.4532,-59.06411,-2.23716,1.04,5.6565,0.1686,2.7695,0.76,0.17,1.35,0.7683300000000001,28.9,5.67736,31,6.04362
1229,Hg,Co,A,0.99456,-1.34389,0.8878799999999999,0.52864,-58.94927,-2.60973,1.04,8.6343,0.0,2.7695,1.07,0.475,1.35,0.7683300000000001,0.0,6.1849,80,5.22345
1231,Cd,Co,A,0.9985,-62.20903000000001,0.84505,0.48687,-2.74176,-2.4256900000000003,1.04,8.6893,0.0,2.7695,0.985,0.37,1.35,0.7683300000000001,0.0,6.03134,48,4.95511
1233,Zn,Co,A,0.99894,70.54205999999998,0.8681399999999999,0.50415,-58.38663,-2.6842,1.04,9.6186,0.0,2.7695,0.82,0.175,1.35,0.7683300000000001,0.0,6.06441,30,6.03316
1235,Ag,Co,A,0.95721,-44.22898,0.88126,0.58417,-6.59273,-2.66324,1.04,7.1384,1.2177,2.7695,1.045,0.385,1.35,0.7683300000000001,125.6,6.06168,47,5.18726
