,Asite,Bsite,Type,At2g,Ap,Bt2g,Beg,Bp,Op,Bsite CS,Asite IP,Asite EA,Bsite EA,Asite s,Asite d,Bsite atomic_radius,Bsite average_ionic_radius,Asite exp_EA,GM,Asite Z,Work function
571,Zn,Al,A,0.99915,-79.05897,0.0,0.0,6.96926,-1.25284,1.66,9.6186,0.0,0.2572,0.82,0.175,1.25,0.675,0.0,5.72711,30,7.13201
573,Zn,Re,A,0.99968,-79.94071,0.58506,0.4315100000000001,-43.49542,-4.74373,0.94,9.6186,0.0,2.7319,0.82,0.175,1.35,0.7125,0.0,5.98329,30,4.9862
575,Zn,Mn,A,0.99938,-79.95661,0.6360600000000001,0.37121,-49.06197,-3.4814300000000005,0.94,9.6186,0.0,1.8221,0.82,0.175,1.4,0.6483300000000001,0.0,5.89119,30,5.31595
577,Zn,W,A,0.99959,-79.98173,0.43595,0.44597,-39.62884,-4.6197599999999985,0.885,9.6186,0.0,1.9369,0.82,0.175,1.35,0.76667,0.0,6.09236,30,5.07089
579,Zn,Mo,A,0.99962,-80.07938,0.47051,0.42425,-36.33314,-4.1413400000000005,0.88,9.6186,0.0,1.3549,0.82,0.175,1.45,0.775,0.0,5.9471300000000005,30,5.07417
581,Hg,Sc,A,0.99773,-61.67259,0.12103,0.2928,-24.40501,-0.96678,0.74,8.6343,0.0,0.0,1.07,0.475,1.6,0.885,0.0,5.88015,80,7.05085
583,Cd,Sb,A,0.99927,-64.06984,0.99994,0.9992,-0.98509,-3.88199,2.08,8.6893,0.0,1.8032,0.985,0.37,1.45,0.83,0.0,6.1783,48,4.21835
585,Cd,Sn,A,0.9992,-62.69793000000001,0.99982,0.99875,2.13296,-1.5048,1.84,8.6893,0.0,1.0258,0.985,0.37,1.45,0.83,0.0,6.03134,48,6.30402
587,Cd,Ge,A,0.99905,-62.34799,0.99993,0.99937,1.32306,-2.07382,1.92,8.6893,0.0,0.934,0.985,0.37,1.25,0.77,0.0,6.11325,48,5.05845
589,Cd,In,A,0.99921,-62.51323000000001,0.99958,0.98736,3.18696,-1.07342,1.6,8.6893,0.0,0.2822,0.985,0.37,1.55,0.94,0.0,5.64928,48,6.634239999999999
591,Cd,Ga,A,0.99879,-61.99348000000001,0.99979,0.99849,2.97715,-1.2513,1.68,8.6893,0.0,0.1686,0.985,0.37,1.3,0.76,0.0,5.68526,48,6.32214
593,Ag,Zr,A,0.98472,-52.6954,0.19296,0.37288,-24.17321,-1.07412,0.76,7.1384,1.2177,0.0,1.045,0.385,1.55,0.86,125.6,5.8629999999999995,47,7.1113100000000005
595,Ag,Hf,A,0.98711,-52.70567,0.19957,0.40609,-27.69493,-1.18033,0.775,7.1384,1.2177,0.4432,1.045,0.385,1.55,0.85,125.6,5.91366,47,7.03517
597,Ag,Ti,A,0.97979,-52.893980000000006,0.19427,0.29575,-32.05915,-1.49042,0.79,7.1384,1.2177,0.2526,1.045,0.385,1.4,0.85167,125.6,5.80047,47,6.4584800000000016
599,Ag,Sc,A,0.97408,-53.0128,0.1194,0.23739,-24.32422,-0.8503299999999999,0.74,7.1384,1.2177,0.0,1.045,0.385,1.6,0.885,125.6,5.763,47,7.739389999999998
601,Mn,Sb,A,0.5434,-47.5006,0.99995,0.99914,-0.4058,-4.11179,2.08,8.2684,1.8221,1.8032,0.99,0.23,1.45,0.83,0.0,5.99349,25,8.113489999999999
603,Mn,Sn,A,0.52576,-47.74751,0.99983,0.99873,1.82439,-2.73064,1.84,8.2684,1.8221,1.0258,0.99,0.23,1.45,0.83,0.0,5.85093,25,9.10619
605,Mn,Ge,A,0.49853,-47.79876,0.99993,0.99933,0.34989000000000003,-3.90418,1.92,8.2684,1.8221,0.934,0.99,0.23,1.25,0.77,0.0,5.93039,25,6.65517
607,Mn,In,A,0.478,-47.89567,0.99933,0.99113,3.54541,-1.54411,1.6,8.2684,1.8221,0.2822,0.99,0.23,1.55,0.94,0.0,5.48029,25,9.10199
609,Mn,Ga,A,0.50267,-48.0216,0.99957,0.99883,2.96663,-2.1584,1.68,8.2684,1.8221,0.1686,0.99,0.23,1.3,0.76,0.0,5.5152,25,7.452739999999999
610,Mn,Fe,A,0.52055,-47.96525,0.805,0.37574,-53.8007,-3.92211,0.99,8.2684,1.8221,2.3040000000000003,0.99,0.23,1.4,0.8525,0.0,5.78411,25,6.03175
613,Mn,Re,A,0.5020899999999999,-47.52287000000001,0.60138,0.39615,-43.43377,-5.01313,0.94,8.2684,1.8221,2.7319,0.99,0.23,1.35,0.7125,0.0,5.77267,25,4.87047
616,Mn,Mn,A,0.49704,-48.35095,0.49704,0.6369,-48.35095,-4.06033,0.94,8.2684,1.8221,1.8221,0.99,0.23,1.4,0.6483300000000001,0.0,5.68382,25,6.13827
617,Mn,Mn,A,0.49704,-48.35095,0.49704,0.6369,-48.35095,-4.06033,0.94,8.2684,1.8221,1.8221,0.99,0.23,1.4,0.6483300000000001,0.0,5.68382,25,6.13827
619,Mn,W,A,0.47698,-47.46821,0.44655,0.40805,-39.72989000000001,-5.0757900000000005,0.885,8.2684,1.8221,1.9369,0.99,0.23,1.35,0.76667,0.0,5.8779,25,5.1314199999999985
621,Mn,Mo,A,0.45562,-47.55646,0.48224,0.38006,-36.28046,-4.35961,0.88,8.2684,1.8221,1.3549,0.99,0.23,1.45,0.775,0.0,5.73779,25,5.29894
623,Mn,Cr,A,0.4526,-47.81848,0.51585,0.35982,-44.06286,-4.05172,0.89,8.2684,1.8221,1.3828,0.99,0.23,1.4,0.94,0.0,5.68382,25,5.5373
625,Mn,Al,A,0.48385,-48.04536,0.0,0.0,6.55147,-2.25532,1.66,8.2684,1.8221,0.2572,0.99,0.23,1.25,0.675,0.0,5.5255,25,7.136310000000001
627,Mn,Ta,A,0.5283800000000001,-47.44441,0.29567,0.42393,-35.56735,-4.63506,0.83,8.2684,1.8221,1.1716,0.99,0.23,1.45,0.82,0.0,5.79829,25,6.6808
629,Mn,Nb,A,0.48786,-47.50594,0.32353000000000004,0.39733,-31.95444,-4.12641,0.82,8.2684,1.8221,0.0864,0.99,0.23,1.45,0.82,0.0,5.76691,25,6.30655
631,Mn,V,A,0.45047,-47.79067,0.34058,0.33044,-39.11351,-3.92352,0.84,8.2684,1.8221,0.0,0.99,0.23,1.35,0.7775,0.0,5.64666,25,6.12135
633,Tl,Cr,A,0.99892,4.19569,0.49935,0.35734,-44.10879,-2.71462,0.89,5.273,0.3103,1.3828,1.015,0.46299999999999997,1.4,0.94,19.2,5.5152,81,3.76264
635,Tl,W,A,0.99898,2.66288,0.4289,0.35373000000000004,-39.82015,-3.77084,0.885,5.273,0.3103,1.9369,1.015,0.46299999999999997,1.35,0.76667,19.2,5.70352,81,2.65024
637,Ga,Zr,A,0.99985,3.91321,0.18555,0.29365,-24.1819,-0.69096,0.76,5.6565,0.1686,0.0,0.76,0.17,1.55,0.86,28.9,5.49127,31,7.297739999999999
639,Ga,Ti,A,0.99985,3.71175,0.18604,0.30012,-32.25977,-1.52947,0.79,5.6565,0.1686,0.2526,0.76,0.17,1.4,0.85167,28.9,5.43271,31,6.41127
641,Ga,Sc,A,0.99986,3.9694,0.11438,0.22253,-24.21741,-0.62144,0.74,5.6565,0.1686,0.0,0.76,0.17,1.6,0.885,28.9,5.39762,31,7.48557
643,Cd,Cr,A,0.99925,-63.75036,0.52856,0.36033,-44.20343,-3.67847,0.89,8.6893,0.0,1.3828,0.985,0.37,1.4,0.94,0.0,5.85907,48,4.1356199999999985
645,Ag,Ge,A,0.96902,-53.02606,0.99996,0.99936,2.39309,-1.86277,1.92,7.1384,1.2177,0.934,1.045,0.385,1.25,0.77,125.6,6.144,47,5.88096
647,Hg,Sb,A,0.99805,-62.43001,0.99993,0.99915,-0.0813,-3.17285,2.08,8.6343,0.0,1.8032,1.07,0.475,1.45,0.83,0.0,6.3356,80,5.23543
649,Hg,Sn,A,0.99797,-61.84474,0.99976,0.99878,2.67,-1.40697,1.84,8.6343,0.0,1.0258,1.07,0.475,1.45,0.83,0.0,6.1849,80,6.47311
651,Hg,Ge,A,0.9976,-61.73311,0.99992,0.99939,1.70255,-1.95304,1.92,8.6343,0.0,0.934,1.07,0.475,1.25,0.77,0.0,6.26889,80,5.5343
653,Hg,In,A,0.9979,-61.64127,0.99938,0.98908,4.087,-0.96653,1.6,8.6343,0.0,0.2822,1.07,0.475,1.55,0.94,0.0,5.79311,80,6.92569
655,Hg,Ga,A,0.99664,-61.48073,0.9997,0.99867,3.65498,-1.22415,1.68,8.6343,0.0,0.1686,1.07,0.475,1.3,0.76,0.0,5.83001,80,6.463019999999998
657,Hg,Al,A,0.99486,-61.42993000000001,0.0,0.0,6.88622,-1.11205,1.66,8.6343,0.0,0.2572,1.07,0.475,1.25,0.675,0.0,5.8409,80,6.05066
659,Hg,Fe,A,0.99532,-61.83894,0.75183,0.42087,-53.84326,-2.85366,0.99,8.6343,0.0,2.3040000000000003,1.07,0.475,1.4,0.8525,0.0,6.1142699999999985,80,5.08967
661,Hg,Re,A,0.99846,-62.22354,0.5806899999999999,0.38942,-43.45059000000001,-4.20377,0.94,8.6343,0.0,2.7319,1.07,0.475,1.35,0.7125,0.0,6.10217,80,5.50441
663,Hg,Mn,A,0.99653,-62.07888000000001,0.64008,0.36262,-48.98481,-3.1331,0.94,8.6343,0.0,1.8221,1.07,0.475,1.4,0.6483300000000001,0.0,6.00825,80,5.12972
665,Hg,W,A,0.99794,-62.22606999999999,0.41934,0.40347,-39.67987,-4.13431,0.885,8.6343,0.0,1.9369,1.07,0.475,1.35,0.76667,0.0,6.2134,80,4.93851
667,Hg,Mo,A,0.99822,-62.27478000000001,0.47037,0.37851,-36.25094,-3.57765,0.88,8.6343,0.0,1.3549,1.07,0.475,1.45,0.775,0.0,6.0653,80,4.93507
669,Hg,Cr,A,0.99734,-62.34757,0.498,0.36325,-44.19338,-3.2633,0.89,8.6343,0.0,1.3828,1.07,0.475,1.4,0.94,0.0,6.00825,80,5.58304
671,Hg,Ta,A,0.99737,-62.32914,0.27203,0.42099,-35.51335,-3.61784,0.83,8.6343,0.0,1.1716,1.07,0.475,1.45,0.82,0.0,6.12925,80,5.50702
673,Hg,Nb,A,0.99752,-62.30356999999999,0.29821,0.39654,-32.08614,-3.32234,0.82,8.6343,0.0,0.0864,1.07,0.475,1.45,0.82,0.0,6.09609,80,5.68297
675,Hg,V,A,0.99771,-62.52924,0.3328,0.32973,-39.27007,-3.24369,0.84,8.6343,0.0,0.0,1.07,0.475,1.35,0.7775,0.0,5.96897,80,5.7565800000000005
677,Hg,Hf,A,0.99755,-61.9504,0.20548,0.44007,-27.9394,-1.36345,0.775,8.6343,0.0,0.4432,1.07,0.475,1.55,0.85,0.0,6.0338699999999985,80,6.70993
679,Hg,Zr,A,0.99785,-61.94354000000001,0.19664,0.41612,-24.41723,-1.29152,0.76,8.6343,0.0,0.0,1.07,0.475,1.55,0.86,0.0,5.9821800000000005,80,6.81577
681,Hg,Ti,A,0.99797,-61.89654,0.19375,0.30034,-32.33888,-1.62566,0.79,8.6343,0.0,0.2526,1.07,0.475,1.4,0.85167,0.0,5.91838,80,5.95985
683,Ge,In,A,0.99994,2.47628,0.99974,0.98611,5.81489,-0.76405,1.6,7.4167,0.934,0.2822,0.72,0.16,1.55,0.94,119.0,5.7180300000000015,32,7.06711
685,Ge,Al,A,0.99987,3.40337,0.0,0.0,8.66665,-0.8753299999999999,1.66,7.4167,0.934,0.2572,0.72,0.16,1.25,0.675,119.0,5.76521,32,6.88787
687,Ge,Ga,A,0.99992,3.1886,0.99983,0.99831,6.2358400000000005,-0.75522,1.68,7.4167,0.934,0.1686,0.72,0.16,1.3,0.76,119.0,5.75446,32,7.13271
689,Ge,Fe,A,0.99996,1.61078,0.7438100000000001,0.38856,-53.78168,-2.87475,0.99,7.4167,0.934,2.3040000000000003,0.72,0.16,1.4,0.8525,119.0,6.03503,32,5.40493
691,Ge,Mn,A,0.99996,1.10325,0.63185,0.35415,-48.93289,-3.25671,0.94,7.4167,0.934,1.8221,0.72,0.16,1.4,0.6483300000000001,119.0,5.93039,32,4.9135800000000005
693,Ge,Re,A,0.99997,-0.47481,0.59731,0.36647,-43.28233,-4.58194,0.94,7.4167,0.934,2.7319,0.72,0.16,1.35,0.7125,119.0,6.02309,32,4.031619999999998
695,Ge,Cr,A,0.99996,0.61503,0.51339,0.35294000000000003,-44.16207,-3.57057,0.89,7.4167,0.934,1.3828,0.72,0.16,1.4,0.94,119.0,5.93039,32,4.41249
697,Ge,Mo,A,0.99996,-0.31122,0.49575,0.36085,-36.17683,-4.16461,0.88,7.4167,0.934,1.3549,0.72,0.16,1.45,0.775,119.0,5.9867,32,4.27617
699,Ge,W,A,0.99996,-0.51962,0.44765,0.35044000000000003,-39.6547,-4.63134,0.885,7.4167,0.934,1.9369,0.72,0.16,1.35,0.76667,119.0,6.13289,32,3.85133
701,Ge,Ta,A,0.99994,-0.43297,0.29888000000000003,0.33583,-35.78671,-4.31237,0.83,7.4167,0.934,1.1716,0.72,0.16,1.45,0.82,119.0,6.04982,32,3.87565
703,Ge,V,A,0.99996,0.12406,0.34835,0.31533,-39.2541,-3.77058,0.84,7.4167,0.934,0.0,0.72,0.16,1.35,0.7775,119.0,5.89162,32,4.0623
705,Ge,Nb,A,0.99995,-0.3147,0.32709,0.34345,-32.17154,-4.01259,0.82,7.4167,0.934,0.0864,0.72,0.16,1.45,0.82,119.0,6.0170900000000005,32,4.42631
707,Ge,Hf,A,0.99993,1.161,0.19576,0.32381,-28.39513,-1.64915,0.775,7.4167,0.934,0.4432,0.72,0.16,1.55,0.85,119.0,5.95568,32,6.70863
709,Ge,Zr,A,0.99995,0.71604,0.18915,0.29929,-25.22301,-1.8859,0.76,7.4167,0.934,0.0,0.72,0.16,1.55,0.86,119.0,5.90466,32,6.75322
711,Ge,Ti,A,0.99995,1.11418,0.18662,0.30103,-33.08605,-2.3761400000000004,0.79,7.4167,0.934,0.2526,0.72,0.16,1.4,0.85167,119.0,5.84169,32,6.18192
713,Tl,Sb,A,0.99898,4.64146,0.99994,0.99911,2.2939,-1.85985,2.08,5.273,0.3103,1.8032,1.015,0.46299999999999997,1.45,0.83,19.2,5.81569,81,4.87584
715,Ge,Sc,A,0.99995,2.33495,0.11629,0.22253,-24.11773,-0.56409,0.74,7.4167,0.934,0.0,0.72,0.16,1.6,0.885,119.0,5.80395,32,7.33583
717,Tl,Ge,A,0.99862,4.82857,0.99993,0.99937,3.64487,-1.92486,1.92,5.273,0.3103,0.934,1.015,0.46299999999999997,1.25,0.77,19.2,5.75446,81,4.48572
719,Tl,In,A,0.99893,5.20816,0.99909,0.99022,6.63455,-0.6190100000000001,1.6,5.273,0.3103,0.2822,1.015,0.46299999999999997,1.55,0.94,19.2,5.31772,81,6.66843
721,Tl,Sn,A,0.99887,4.87752,0.99978,0.99864,4.7718,-1.13321,1.84,5.273,0.3103,1.0258,1.015,0.46299999999999997,1.45,0.83,19.2,5.67736,81,5.03437
723,Tl,Fe,A,0.99879,4.39764,0.76348,0.4098,-53.72319,-2.4798400000000003,0.99,5.273,0.3103,2.3040000000000003,1.015,0.46299999999999997,1.4,0.8525,19.2,5.61252,81,4.34492
725,Tl,Ga,A,0.99852,5.59362,0.99949,0.9988,6.69623,-0.77853,1.68,5.273,0.3103,0.1686,1.015,0.46299999999999997,1.3,0.76,19.2,5.35159,81,6.09109
727,Tl,Al,A,0.99812,5.87619,0.0,0.0,8.35365,-0.95594,1.66,5.273,0.3103,0.2572,1.015,0.46299999999999997,1.25,0.675,19.2,5.3615900000000005,81,5.61102
729,Tl,Mn,A,0.99881,4.215330000000002,0.62175,0.3544,-48.91663,-2.71083,0.94,5.273,0.3103,1.8221,1.015,0.46299999999999997,1.4,0.6483300000000001,19.2,5.5152,81,4.03805
731,Tl,Re,A,0.99915,2.81625,0.57867,0.37271,-43.50524,-3.78417,0.94,5.273,0.3103,2.7319,1.015,0.46299999999999997,1.35,0.7125,19.2,5.60142,81,2.72799
733,Sn,Ta,A,0.99979,-0.27288,0.32059,0.32376,-35.93032,-4.56085,0.83,6.8885,1.0258,1.1716,0.88,0.345,1.45,0.82,107.3,5.96877,50,3.65899
735,Sn,Mo,A,0.99984,0.08331000000000001,0.50529,0.34919,-36.21629,-4.2643900000000015,0.88,6.8885,1.0258,1.3549,0.88,0.345,1.45,0.775,107.3,5.90649,50,3.19406
737,Sn,Nb,A,0.9998,-0.08177999999999999,0.35465,0.33044,-32.12818,-4.17531,0.82,6.8885,1.0258,0.0864,0.88,0.345,1.45,0.82,107.3,5.93647,50,3.22477
739,Sn,V,A,0.99984,1.08322,0.35521,0.30641,-39.28784,-3.58745,0.84,6.8885,1.0258,0.0,0.88,0.345,1.35,0.7775,107.3,5.81269,50,3.44667
741,Sn,Hf,A,0.99974,1.36114,0.1963,0.30187,-29.29924,-2.17133,0.775,6.8885,1.0258,0.4432,0.88,0.345,1.55,0.85,107.3,5.87588,50,5.31704
743,Sn,Zr,A,0.9998,2.30315,0.1898,0.29559,-24.69569,-1.08633,0.76,6.8885,1.0258,0.0,0.88,0.345,1.55,0.86,107.3,5.82555,50,5.45736
745,Sn,Sc,A,0.99982,2.85772,0.11636,0.2226,-24.35896,-0.64512,0.74,6.8885,1.0258,0.0,0.88,0.345,1.6,0.885,107.3,5.72619,50,6.56473
747,Ga,Ge,A,0.99979,4.043819999999998,0.99991,0.99931,3.85425,-2.04438,1.92,5.6565,0.1686,0.934,0.76,0.17,1.25,0.77,28.9,5.75446,31,5.85281
749,Sn,Ti,A,0.99982,1.43386,0.18803,0.29515,-33.86819000000001,-2.86438,0.79,6.8885,1.0258,0.2526,0.88,0.345,1.4,0.85167,107.3,5.76342,50,4.6867
751,Ge,Sb,A,0.99996,-0.29705,0.99997,0.99923,0.36588,-3.83392,2.08,7.4167,0.934,1.8032,0.72,0.16,1.45,0.83,119.0,6.25349,32,4.56729
753,Ga,In,A,0.99985,4.40883,0.99912,0.98759,6.50365,-0.72245,1.6,5.6565,0.1686,0.2822,0.76,0.17,1.55,0.94,28.9,5.31772,31,7.25508
756,Ga,Ga,A,0.99978,5.59075,0.99978,0.99984,5.59075,-0.91611,1.68,5.6565,0.1686,0.1686,0.76,0.17,1.3,0.76,28.9,5.35159,31,7.359960000000001
757,Ga,Ga,A,0.99978,5.59075,0.99978,0.99984,5.59075,-0.91611,1.68,5.6565,0.1686,0.1686,0.76,0.17,1.3,0.76,28.9,5.35159,31,7.359960000000001
759,Ga,Fe,A,0.99984,3.52195,0.75047,0.39775,-53.85188,-2.7505900000000003,0.99,5.6565,0.1686,2.3040000000000003,0.76,0.17,1.4,0.8525,28.9,5.61252,31,5.7885
761,Ga,Al,A,0.9997,4.84504,0.0,0.0,9.05816,-1.09916,1.66,5.6565,0.1686,0.2572,0.76,0.17,1.25,0.675,28.9,5.3615900000000005,31,7.259410000000001
763,Ga,Re,A,0.99986,2.02647,0.57686,0.37908,-43.5547,-4.10685,0.94,5.6565,0.1686,2.7319,0.76,0.17,1.35,0.7125,28.9,5.60142,31,3.33175
765,Ga,W,A,0.99984,1.92042,0.42916,0.35977,-39.76121,-4.03495,0.885,5.6565,0.1686,1.9369,0.76,0.17,1.35,0.76667,28.9,5.70352,31,3.3461199999999995
767,Ga,Mn,A,0.99984,3.36412,0.61727,0.36522,-49.00384,-2.97234,0.94,5.6565,0.1686,1.8221,0.76,0.17,1.4,0.6483300000000001,28.9,5.5152,31,5.19271
769,Ga,Cr,A,0.99985,3.39786,0.49379,0.36882,-44.14833,-2.94323,0.89,5.6565,0.1686,1.3828,0.76,0.17,1.4,0.94,28.9,5.5152,31,4.75731
771,Ga,Mo,A,0.99984,2.60065,0.45247,0.37666,-36.29505,-3.4031,0.88,5.6565,0.1686,1.3549,0.76,0.17,1.45,0.775,28.9,5.56757,31,4.00662
773,Ga,Ta,A,0.99979,2.60858,0.26107,0.34529,-35.36306,-3.03329,0.83,5.6565,0.1686,1.1716,0.76,0.17,1.45,0.82,28.9,5.62628,31,5.52492
775,Ga,V,A,0.99985,3.54264,0.31683,0.33597,-38.94985,-2.59927,0.84,5.6565,0.1686,0.0,0.76,0.17,1.35,0.7775,28.9,5.47915,31,4.93489
777,Ga,Hf,A,0.99981,3.9298,0.19255,0.29878000000000005,-27.68473,-0.71417,0.775,5.6565,0.1686,0.4432,0.76,0.17,1.55,0.85,28.9,5.53872,31,7.1985
779,Ga,Nb,A,0.9998,3.25149,0.28467,0.35891,-31.574720000000006,-2.43213,0.82,5.6565,0.1686,0.0864,0.76,0.17,1.45,0.82,28.9,5.59583,31,5.55815
782,Ge,Ge,A,0.99992,3.37171,0.99992,0.99997,3.37171,-1.44747,1.92,7.4167,0.934,0.934,0.72,0.16,1.25,0.77,119.0,6.18765,32,5.52315
783,Ge,Ge,A,0.99992,3.37171,0.99992,0.99997,3.37171,-1.44747,1.92,7.4167,0.934,0.934,0.72,0.16,1.25,0.77,119.0,6.18765,32,5.52315
785,In,Mn,A,0.99957,3.39075,0.6591199999999999,0.34027,-48.76713,-3.14828,0.94,5.3782,0.2822,1.8221,0.94,0.36,1.4,0.6483300000000001,28.9,5.48029,49,4.37212
787,In,Cr,A,0.99957,3.32185,0.501,0.3455,-43.97481,-3.19026,0.89,5.3782,0.2822,1.3828,0.94,0.36,1.4,0.94,28.9,5.48029,49,4.08876
789,In,Re,A,0.99962,2.47521,0.59121,0.36977,-43.41663,-3.96641,0.94,5.3782,0.2822,2.7319,0.94,0.36,1.35,0.7125,28.9,5.56596,49,3.27167
791,In,W,A,0.99953,2.45291,0.42847,0.35303,-39.77474,-3.8873,0.885,5.3782,0.2822,1.9369,0.94,0.36,1.35,0.76667,28.9,5.66742,49,3.22386
793,In,Mo,A,0.99955,2.94079,0.46428,0.3672,-36.25793,-3.38383,0.88,5.3782,0.2822,1.3549,0.94,0.36,1.45,0.775,28.9,5.53233,49,3.68872
795,In,V,A,0.99958,3.18289,0.33583,0.31623,-39.10104000000001,-3.11895,0.84,5.3782,0.2822,0.0,0.94,0.36,1.35,0.7775,28.9,5.44447,49,4.00836
797,In,Ta,A,0.99941,2.81237,0.26172,0.33954,-35.75867,-3.22077,0.83,5.3782,0.2822,1.1716,0.94,0.36,1.45,0.82,28.9,5.5906699999999985,49,4.43692
799,In,Nb,A,0.99946,3.1003700000000003,0.29388000000000003,0.35051,-32.04014,-2.91227,0.82,5.3782,0.2822,0.0864,0.94,0.36,1.45,0.82,28.9,5.56041,49,4.40684
801,In,Hf,A,0.99943,3.47514,0.19479,0.29771,-28.57348,-1.44697,0.775,5.3782,0.2822,0.4432,0.94,0.36,1.55,0.85,28.9,5.50366,49,5.25646
803,In,Zr,A,0.99953,3.45689,0.18779,0.29482,-24.9626,-1.36169,0.76,5.3782,0.2822,0.0,0.94,0.36,1.55,0.86,28.9,5.4565199999999985,49,5.90028
805,In,Sc,A,0.99957,3.99524,0.11706,0.2263,-24.339170000000006,-0.71841,0.74,5.3782,0.2822,0.0,0.94,0.36,1.6,0.885,28.9,5.36345,49,6.760210000000002
807,In,Ti,A,0.99956,3.21415,0.18734,0.29625,-33.43307,-2.5071,0.79,5.3782,0.2822,0.2526,0.94,0.36,1.4,0.85167,28.9,5.39832,49,4.81151
809,Ga,Sn,A,0.99984,4.17746,0.99974,0.99859,4.96326,-1.06524,1.84,5.6565,0.1686,1.0258,0.76,0.17,1.45,0.83,28.9,5.67736,31,6.9403
811,Sn,Sb,A,0.99986,0.22947,0.99997,0.99938,0.3578,-3.59606,2.08,6.8885,1.0258,1.8032,0.88,0.345,1.45,0.83,107.3,6.16971,50,3.66145
813,Ga,Sb,A,0.99983,4.01001,0.99996,0.99903,2.30076,-2.09904,2.08,5.6565,0.1686,1.8032,0.76,0.17,1.45,0.83,28.9,5.81569,31,5.32048
816,Sn,Sn,A,0.99978,2.95982,0.99978,0.99991,2.95982,-1.80445,1.84,6.8885,1.0258,1.0258,0.88,0.345,1.45,0.83,107.3,6.0229599999999985,50,5.12596
817,Sn,Sn,A,0.99978,2.95982,0.99978,0.99991,2.95982,-1.80445,1.84,6.8885,1.0258,1.0258,0.88,0.345,1.45,0.83,107.3,6.0229599999999985,50,5.12596
819,Sn,Ge,A,0.99973,2.97607,0.99997,0.99938,3.19155,-2.02129,1.92,6.8885,1.0258,0.934,0.88,0.345,1.25,0.77,107.3,6.10475,50,4.75325
821,Sn,Ga,A,0.9997,3.3767400000000003,0.9995,0.99882,5.82316,-1.0342,1.68,6.8885,1.0258,0.1686,0.88,0.345,1.3,0.76,107.3,5.67736,50,6.075069999999998
823,Sn,In,A,0.99979,3.27975,0.99968,0.98903,5.84535,-0.67902,1.6,6.8885,1.0258,0.2822,0.88,0.345,1.55,0.94,107.3,5.6414300000000015,50,6.6061
825,Sn,Fe,A,0.99984,2.11033,0.7911,0.37549,-53.58493000000001,-2.95439,0.99,6.8885,1.0258,2.3040000000000003,0.88,0.345,1.4,0.8525,107.3,5.95418,50,4.5906
827,Sn,Al,A,0.99956,3.4401900000000003,0.0,0.0,7.73037,-1.41065,1.66,6.8885,1.0258,0.2572,0.88,0.345,1.25,0.675,107.3,5.68797,50,5.562869999999998
829,Sn,Mn,A,0.99984,1.79214,0.6565,0.33756,-48.82981,-3.22646,0.94,6.8885,1.0258,1.8221,0.88,0.345,1.4,0.6483300000000001,107.3,5.85093,50,4.22818
831,Sn,W,A,0.99984,-0.26002,0.48433,0.33798,-39.67924,-4.75155,0.885,6.8885,1.0258,1.9369,0.88,0.345,1.35,0.76667,107.3,6.05072,50,3.39804
833,Sn,Re,A,0.99988,-0.06619,0.6360899999999999,0.35432,-43.20823,-4.58667,0.94,6.8885,1.0258,2.7319,0.88,0.345,1.35,0.7125,107.3,5.9424,50,3.1641
835,Sn,Cr,A,0.99984,1.44996,0.52349,0.34065,-44.14302,-3.46392,0.89,6.8885,1.0258,1.3828,0.88,0.345,1.4,0.94,107.3,5.85093,50,3.75137
837,Pb,Ta,A,0.99951,-0.18779,0.32503000000000004,0.31966,-35.90859000000001,-4.58281,0.83,6.6709,1.0412,1.1716,0.96,0.45,1.45,0.82,35.1,5.85334,82,3.41372
839,Bi,Al,A,0.99947,0.98441,0.0,0.0,6.1342300000000005,-2.30302,1.66,7.9894,1.7888,0.2572,0.92,0.43799999999999994,1.25,0.675,91.2,6.50617,83,3.27111
841,Bi,Mn,A,0.99984,-0.50464,0.70503,0.29911,-48.50102,-3.90157,0.94,7.9894,1.7888,1.8221,0.92,0.43799999999999994,1.4,0.6483300000000001,91.2,6.69258,83,3.38435
843,Pb,Nb,A,0.99955,0.050460000000000005,0.36199,0.32733,-32.14667,-4.19604,0.82,6.6709,1.0412,0.0864,0.96,0.45,1.45,0.82,35.1,5.82167,82,2.8749
845,Bi,Re,A,0.99987,-1.00818,0.63847,0.35034,-43.10166,-4.54469,0.94,7.9894,1.7888,2.7319,0.92,0.43799999999999994,1.35,0.7125,91.2,6.7972100000000015,83,4.76131
847,Pb,V,A,0.99964,1.44044,0.35288,0.30609000000000003,-39.31705,-3.4500300000000004,0.84,6.6709,1.0412,0.0,0.96,0.45,1.35,0.7775,35.1,5.70028,82,2.76251
850,Pb,Sc,A,0.99957,3.39503,0.11496,0.2174,-24.46344,-0.48355,0.74,6.6709,1.0412,0.0,0.96,0.45,1.6,0.885,35.1,5.61546,82,6.11885
852,Pb,Hf,A,0.99941,2.50317,0.19641,0.2973,-28.48527,-1.22836,0.775,6.6709,1.0412,0.4432,0.96,0.45,1.55,0.85,35.1,5.76225,82,4.2007400000000015
855,Tl,Mo,A,0.9990000000000001,3.33841,0.45897,0.3709,-36.32525,-3.1722900000000003,0.88,5.273,0.3103,1.3549,1.015,0.46299999999999997,1.45,0.775,19.2,5.56757,81,3.21841
