,Asite,Bsite,Type,At2g,Ap,Bt2g,Beg,Bp,Op,Bsite CS,Asite IP,Bsite IP,Asite d,Bsite d,Bsite atomic_radius,Asite exp_EA,Bsite exp_EA,GM,Asite Z,Work function
306,Y,Mo,B,0.14938,-24.90831,0.55735,0.33491,-35.96511,-5.18791,0.88,6.5236,6.4838,0.58,0.49,1.45,29.6,71.9,5.56409,39,2.35282
308,Mg,Mo,B,0.0,-45.59309,0.51398,0.36044,-36.24762,-4.62113,0.88,7.9081,6.4838,0.0,0.49,1.45,0.0,71.9,5.74701,12,2.17964
310,Mg,W,B,0.0,-45.59351,0.48511,0.34814,-39.62801,-5.06803,0.885,7.9081,7.6293,0.0,0.59,1.35,0.0,78.6,5.88735,12,2.74331
312,Mg,Mn,B,0.0,-43.80407,0.61244,0.36782,-49.05941,-3.54432,0.94,7.9081,8.2684,0.0,0.23,1.4,0.0,0.0,5.69295,12,4.7411
314,Mg,Re,B,0.0,-45.51039,0.62856,0.36587,-43.27832,-4.94359,0.94,7.9081,7.853,0.0,0.565,1.35,0.0,14.5,5.78195,12,1.98406
316,Mg,Fe,B,0.0,-43.12478,0.76474,0.41578,-53.96308000000001,-3.06868,0.99,7.9081,8.5601,0.0,0.22,1.4,0.0,15.7,5.79341,12,6.15372
318,Mg,Al,B,0.0,-41.95682,0.0,0.0,7.846660000000001,-1.06694,1.66,7.9081,5.7109,0.0,0.0,1.25,0.0,42.5,5.53439,12,5.98134
320,Mg,Ga,B,0.0,-42.36496,0.99976,0.99732,5.84307,-0.96163,1.68,7.9081,5.6565,0.0,0.17,1.3,0.0,28.9,5.52407,12,5.80996
322,Mg,In,B,0.0,-43.19085,0.99962,0.98454,5.3360400000000014,-0.8728299999999999,1.6,7.9081,5.3782,0.0,0.36,1.55,0.0,28.9,5.4891,12,4.29122
324,Mg,Ge,B,0.0,-43.44707,0.99992,0.99926,3.07316,-2.50076,1.92,7.9081,7.4167,0.0,0.16,1.25,0.0,119.0,5.93992,12,4.70825
326,Ca,Sc,B,0.0,-20.40456,0.12942,0.22505,-24.1573,-0.7128800000000001,0.74,6.2588,6.8245,0.34,0.31,1.6,2.37,18.1,5.00791,20,5.04725
328,Ca,Ti,B,0.0,-20.20471,0.19969,0.30339,-32.07318,-1.5586,0.79,6.2588,7.2564,0.34,0.28,1.4,2.37,7.6,5.04047,20,4.39414
331,Ca,Hf,B,0.0,-21.18859,0.21436,0.36654,-28.01553,-1.53774,0.775,6.2588,7.6487,0.34,0.63,1.55,2.37,0.0,5.1388300000000005,20,2.15642
333,Ca,W,B,0.0,-24.18091,0.5120899999999999,0.34226,-39.71102,-5.62449,0.885,6.2588,7.6293,0.34,0.59,1.35,2.37,78.6,5.29173,20,2.46116
335,Ca,Mn,B,0.0,-20.90227,0.61712,0.36586,-49.0442,-3.40303,0.94,6.2588,8.2684,0.34,0.23,1.4,2.37,0.0,5.11701,20,5.2226300000000005
337,Ca,Re,B,0.0,-23.67897,0.6502399999999999,0.3609,-43.28082,-5.27219,0.94,6.2588,7.853,0.34,0.565,1.35,2.37,14.5,5.197,20,3.20282
339,La,W,B,0.29822,-17.41648,0.55498,0.88005,-39.40346,-6.44157,0.885,4.8037,7.6293,0.8740000000000001,0.59,1.35,48.0,78.6,5.66742,57,2.47761
342,La,Ge,B,0.1838,-17.76326,0.99994,0.9997,-10.69155,-5.63216,1.92,4.8037,7.4167,0.8740000000000001,0.16,1.25,48.0,119.0,5.7180300000000015,57,5.098319999999998
343,La,Sn,B,0.16201,-18.07758,0.99985,0.99921,-10.59139,-5.49191,1.84,4.8037,6.8885,0.8740000000000001,0.345,1.45,48.0,107.3,5.6414300000000015,57,4.85532
345,La,Sb,B,0.1765,-18.09456,0.99994,0.99982,-8.70702,-4.95455,2.08,4.8037,8.3266,0.8740000000000001,0.335,1.45,48.0,103.2,5.77888,57,3.30544
347,Mg,Sc,B,0.0,-42.98259,0.13052,0.22763000000000005,-23.98304,-0.7357899999999999,0.74,7.9081,6.8245,0.0,0.31,1.6,0.0,18.1,5.57158,12,4.32307
349,Mg,Ti,B,0.0,-43.35379,0.19879,0.30686,-32.32845,-1.96349,0.79,7.9081,7.2564,0.0,0.28,1.4,0.0,7.6,5.6078,12,3.4569300000000003
351,Mg,Zr,B,0.0,-43.5985,0.20721,0.30166,-24.07266,-0.93888,0.76,7.9081,6.8953,0.0,0.54,1.55,0.0,41.1,5.66825,12,1.97031
352,Mg,Hf,B,0.0,-43.5037,0.21589,0.30678,-27.556890000000006,-0.93863,0.775,7.9081,7.6487,0.0,0.63,1.55,0.0,0.0,5.717230000000002,12,2.18531
353,Mg,V,B,0.0,-44.92968,0.3578,0.32267,-39.21177,-4.07921,0.84,7.9081,6.4707,0.0,0.26,1.35,0.0,50.6,5.65574,12,3.20269
355,Mg,Nb,B,0.0,-45.55111,0.34807,0.34098,-32.14041,-4.42695,0.82,7.9081,6.275,0.0,0.51,1.45,0.0,86.1,5.77618,12,2.18134
357,Mg,Ta,B,0.0,-45.45644,0.32026,0.33406,-35.91938,-4.8405,0.83,7.9081,7.3632,0.0,0.605,1.45,0.0,31.0,5.80761,12,2.4213400000000003
359,Mg,Cr,B,0.0,-44.50813,0.53033,0.36207,-44.24678,-3.95061,0.89,7.9081,6.7401,0.0,0.25,1.4,0.0,64.3,5.69295,12,3.70686
361,Y,Sc,B,0.14776,-23.78057,0.12625999999999998,0.23389,-25.41654,-2.18611,0.74,6.5236,6.8245,0.58,0.31,1.6,29.6,18.1,5.39424,39,3.92353
363,Y,Ti,B,0.15696,-24.85804,0.24179,0.26606,-34.02543,-4.89594,0.79,6.5236,7.2564,0.58,0.28,1.4,29.6,7.6,5.42931,39,1.6880000000000002
365,Y,Zr,B,0.1423,-25.13096,0.22438,0.3217,-27.48399,-4.93562,0.76,6.5236,6.8953,0.58,0.54,1.55,29.6,41.1,5.48784,39,3.26096
367,Y,Hf,B,0.14237,-25.07323,0.22656,0.35087,-31.40581,-5.28376,0.775,6.5236,7.6487,0.58,0.63,1.55,29.6,0.0,5.53526,39,3.35376
369,La,Mn,B,0.6149600000000001,-15.95112,0.68188,0.30186,-48.51406,-4.530869999999998,0.94,4.8037,8.2684,0.8740000000000001,0.23,1.4,48.0,0.0,5.48029,57,4.58119
371,La,Re,B,0.3547,-17.280829999999998,0.6975600000000001,0.6107100000000001,-42.84901,-6.18647,0.94,4.8037,7.853,0.8740000000000001,0.565,1.35,48.0,14.5,5.56596,57,3.08389
373,La,Fe,B,0.63545,-15.33451,0.7959,0.33673000000000003,-53.34404,-3.98661,0.99,4.8037,8.5601,0.8740000000000001,0.22,1.4,48.0,15.7,5.577000000000001,57,5.2016
375,La,Al,B,0.16329000000000002,-14.771070000000002,0.0,0.0,3.43485,-2.46563,1.66,4.8037,5.7109,0.8740000000000001,0.0,1.25,48.0,42.5,5.32765,57,6.361000000000001
377,La,Ga,B,0.18647,-15.13262,0.99976,0.99941,-10.54364,-2.82801,1.68,4.8037,5.6565,0.8740000000000001,0.17,1.3,48.0,28.9,5.31772,57,6.2165
379,La,In,B,0.15346,-17.06164,0.99952,0.99928,-11.40089,-3.39295,1.6,4.8037,5.3782,0.8740000000000001,0.36,1.55,48.0,28.9,5.28406,57,4.65224
381,Y,V,B,0.16077,-24.63861,0.40506,0.27699,-38.98784000000001,-4.98614,0.84,6.5236,6.4707,0.58,0.26,1.35,29.6,50.6,5.47572,39,2.40807
383,Y,Nb,B,0.15192999999999998,-24.99061,0.39954,0.32031,-31.98703,-5.2289900000000005,0.82,6.5236,6.275,0.58,0.51,1.45,29.6,86.1,5.5923300000000005,39,1.91296
385,Y,Ta,B,0.15295,-24.94132,0.3704,0.33622,-35.67517,-5.74611,0.83,6.5236,7.3632,0.58,0.605,1.45,29.6,31.0,5.62276,39,2.41405
387,Cr,Hf,B,0.35621,-43.23208,0.20765,0.44079,-28.87911,-2.8916,0.775,6.7401,7.6487,0.25,0.63,1.55,64.3,0.0,5.70805,24,3.86684
389,Cr,V,B,0.3453,-43.31044,0.35218,0.32375,-39.0954,-4.13375,0.84,6.7401,6.4707,0.25,0.26,1.35,64.3,50.6,5.64666,24,3.99378
391,Cr,Nb,B,0.36406,-43.01538,0.33314,0.39013,-31.96974,-4.3477,0.82,6.7401,6.275,0.25,0.51,1.45,64.3,86.1,5.76691,24,4.93526
393,Cr,Ta,B,0.4256,-42.94679,0.30525,0.41676,-35.59558,-4.8583300000000005,0.83,6.7401,7.3632,0.25,0.605,1.45,64.3,31.0,5.79829,24,4.575
395,Cr,Cr,B,0.36873,-43.69616,0.36873,0.6207,-43.69616,-4.22111,0.89,6.7401,6.7401,0.25,0.25,1.4,64.3,64.3,5.68382,24,4.0709
396,Cr,Cr,B,0.36873,-43.69616,0.36873,0.6207,-43.69616,-4.22111,0.89,6.7401,6.7401,0.25,0.25,1.4,64.3,64.3,5.68382,24,4.0709
399,Cr,Mo,B,0.36814,-43.08713,0.49481,0.37466,-36.25089000000001,-4.5263,0.88,6.7401,6.4838,0.25,0.49,1.45,64.3,71.9,5.73779,24,3.83259
401,Cr,W,B,0.38073,-42.98579,0.45833,0.40272,-39.68269,-5.23373,0.885,6.7401,7.6293,0.25,0.59,1.35,64.3,78.6,5.8779,24,3.62054
403,Cr,Mn,B,0.35864,-43.43425,0.66325,0.34163000000000004,-48.74391,-4.22039,0.94,6.7401,8.2684,0.25,0.23,1.4,64.3,0.0,5.68382,24,4.30258
405,Cr,Re,B,0.35447,-43.07109000000001,0.60902,0.38965,-43.36328,-5.12023,0.94,6.7401,7.853,0.25,0.565,1.35,64.3,14.5,5.77267,24,5.83129
407,Cr,Fe,B,0.36971,-43.52459,0.81013,0.36473,-53.72685,-4.10066,0.99,6.7401,8.5601,0.25,0.22,1.4,64.3,15.7,5.78411,24,4.99298
409,Cr,Al,B,0.36043,-43.55373,0.0,0.0,6.366630000000002,-2.48832,1.66,6.7401,5.7109,0.25,0.0,1.25,64.3,42.5,5.5255,24,3.75186
411,Cr,Ga,B,0.36275,-43.5499,0.99961,0.99883,2.7341900000000003,-2.3817,1.68,6.7401,5.6565,0.25,0.17,1.3,64.3,28.9,5.5152,24,3.92914
413,Cr,In,B,0.4135,-43.45807,0.99944,0.99427,3.4185,-1.65318,1.6,6.7401,5.3782,0.25,0.36,1.55,64.3,28.9,5.48029,24,4.56829
415,Cr,Ge,B,0.38989,-43.26388,0.99994,0.99933,0.02615,-4.33214,1.92,6.7401,7.4167,0.25,0.16,1.25,64.3,119.0,5.93039,24,4.26082
417,Cr,Sn,B,0.37762,-43.23682,0.99985,0.99872,1.48784,-3.17407,1.84,6.7401,6.8885,0.25,0.345,1.45,64.3,107.3,5.85093,24,4.53271
419,Cr,Sb,B,0.41972,-43.02394,0.99996,0.99918,-0.33915,-4.21321,2.08,6.7401,8.3266,0.25,0.335,1.45,64.3,103.2,5.99349,24,3.4319900000000003
421,La,Sc,B,0.20114,-15.57955,0.19225,0.97682,-25.18868,-2.29624,0.74,4.8037,6.8245,0.8740000000000001,0.31,1.6,48.0,18.1,5.36345,57,4.48916
423,La,Ti,B,0.36784,-17.34824,0.26561,0.5062,-34.03867,-5.50102,0.79,4.8037,7.2564,0.8740000000000001,0.28,1.4,48.0,7.6,5.39832,57,2.3302400000000003
425,La,Zr,B,0.21873,-17.78805,0.3359,0.97761,-27.42724,-5.57891,0.76,4.8037,6.8953,0.8740000000000001,0.54,1.55,48.0,41.1,5.4565199999999985,57,2.4007
427,La,Hf,B,0.20205,-17.76301,0.35378000000000004,0.97442,-31.38831,-5.91143,0.775,4.8037,7.6487,0.8740000000000001,0.63,1.55,48.0,0.0,5.50366,57,3.05749
429,La,V,B,0.42921,-16.98953,0.41201,0.43299,-39.02559,-5.52332,0.84,4.8037,6.4707,0.8740000000000001,0.26,1.35,48.0,50.6,5.44447,57,3.04768
431,La,Nb,B,0.2791,-17.53156,0.43467,0.96166,-32.00437,-5.9276,0.82,4.8037,6.275,0.8740000000000001,0.51,1.45,48.0,86.1,5.56041,57,1.68911
433,La,Ta,B,0.28088,-17.53691,0.42783,0.97053,-35.62247,-6.32714,0.83,4.8037,7.3632,0.8740000000000001,0.605,1.45,48.0,31.0,5.5906699999999985,57,2.07842
435,La,Cr,B,0.5362399999999999,-16.51047,0.58111,0.32882,-43.80767,-5.03169,0.89,4.8037,6.7401,0.8740000000000001,0.25,1.4,48.0,64.3,5.48029,57,3.80387
437,La,Mo,B,0.34921,-17.34703,0.57694,0.62797,-35.98259,-5.8985,0.88,4.8037,6.4838,0.8740000000000001,0.49,1.45,48.0,71.9,5.53233,57,2.44937
439,V,Sc,B,0.27052,-39.19868,0.12846,0.29099,-24.55072,-1.94044,0.74,6.4707,6.8245,0.26,0.31,1.6,50.6,18.1,5.52628,23,3.98478
441,V,Ti,B,0.22512,-38.92998,0.20623,0.29853,-33.582609999999995,-3.78299,0.79,6.4707,7.2564,0.26,0.28,1.4,50.6,7.6,5.5622099999999985,23,3.67404
443,V,Zr,B,0.23293000000000005,-38.84874,0.20332,0.40139,-25.80998,-3.23869,0.76,6.4707,6.8953,0.26,0.54,1.55,50.6,41.1,5.62216,23,3.6592
445,V,Hf,B,0.24206,-38.83754,0.21068,0.43539,-29.40813,-3.41598,0.775,6.4707,7.6487,0.26,0.63,1.55,50.6,0.0,5.67074,23,3.60952
447,V,V,B,0.2119,-38.99542,0.2119,0.51977,-38.99542,-4.37084,0.84,6.4707,6.4707,0.26,0.26,1.35,50.6,50.6,5.60975,23,3.7457
448,V,V,B,0.2119,-38.99542,0.2119,0.51977,-38.99542,-4.37084,0.84,6.4707,6.4707,0.26,0.26,1.35,50.6,50.6,5.60975,23,3.7457
451,V,Nb,B,0.27131,-38.63685,0.34787,0.38569,-32.00793,-4.61268,0.82,6.4707,6.275,0.26,0.51,1.45,50.6,86.1,5.72922,23,4.9435699999999985
453,V,Ta,B,0.27654,-38.56019000000001,0.3177,0.4091,-35.64177,-5.1216300000000015,0.83,6.4707,7.3632,0.26,0.605,1.45,50.6,31.0,5.76039,23,4.54609
455,V,Cr,B,0.22981,-38.99691,0.54577,0.34632,-43.99357,-4.42535,0.89,6.4707,6.7401,0.26,0.25,1.4,50.6,64.3,5.64666,23,4.41348
457,V,Mo,B,0.19946,-38.71438,0.5007,0.36633,-36.21157,-4.70417,0.88,6.4707,6.4838,0.26,0.49,1.45,50.6,71.9,5.70028,23,3.58348
459,V,W,B,0.22791,-38.5963,0.47009,0.39784,-39.63302,-5.4217900000000006,0.885,6.4707,7.6293,0.26,0.59,1.35,50.6,78.6,5.83948,23,4.01049
461,V,Mn,B,0.2423,-39.07277,0.68212,0.33447,-48.67983,-4.38407,0.94,6.4707,8.2684,0.26,0.23,1.4,50.6,0.0,5.64666,23,4.41346
463,V,Re,B,0.23677,-38.70727,0.62379,0.37816,-43.27848,-5.22441,0.94,6.4707,7.853,0.26,0.565,1.35,50.6,14.5,5.73494,23,3.94014
465,V,Fe,B,0.23948000000000005,-39.18543,0.8241,0.35479,-53.64975,-4.28716,0.99,6.4707,8.5601,0.26,0.22,1.4,50.6,15.7,5.7463,23,4.7009300000000005
467,V,Al,B,0.28359,-39.19248,0.0,0.0,5.938280000000002,-2.82754,1.66,6.4707,5.7109,0.26,0.0,1.25,50.6,42.5,5.48939,23,3.2837300000000003
469,V,Ga,B,0.27076,-39.20959000000001,0.9996,0.99883,2.33601,-2.68678,1.68,6.4707,5.6565,0.26,0.17,1.3,50.6,28.9,5.47915,23,3.35094
471,V,In,B,0.26705,-39.15861,0.99936,0.99629,3.18361,-1.7865400000000002,1.6,6.4707,5.3782,0.26,0.36,1.55,50.6,28.9,5.44447,23,2.8644700000000003
473,V,Ge,B,0.25193000000000004,-38.87006,0.99994,0.99934,-0.29706,-4.70606,1.92,6.4707,7.4167,0.26,0.16,1.25,50.6,119.0,5.89162,23,4.0248599999999985
475,V,Sn,B,0.23654,-38.84781,0.99985,0.99872,1.00125,-3.65987,1.84,6.4707,6.8885,0.26,0.345,1.45,50.6,107.3,5.81269,23,4.40257
476,V,Sb,B,0.2869,-38.67726,0.99996,0.99922,-0.1575,-4.2666900000000005,2.08,6.4707,8.3266,0.26,0.335,1.45,50.6,103.2,5.95431,23,3.24396
478,Cr,Sc,B,0.3724,-43.51279,0.12641,0.29675,-24.3281,-1.70426,0.74,6.7401,6.8245,0.25,0.31,1.6,64.3,18.1,5.56264,24,4.24679
480,Cr,Ti,B,0.354,-43.31339000000001,0.20172,0.30178,-33.32077,-3.37977,0.79,6.7401,7.2564,0.25,0.28,1.4,64.3,7.6,5.5988,24,4.0662699999999985
482,Cr,Zr,B,0.35397,-43.23731,0.2001,0.41009,-25.30783,-2.74037,0.76,6.7401,6.8953,0.25,0.54,1.55,64.3,41.1,5.65916,24,3.95076
484,Zn,Cr,B,0.99953,-80.30941,0.5110399999999999,0.37219,-44.20075,-3.60045,0.89,9.6186,6.7401,0.175,0.25,1.4,0.0,64.3,5.89119,30,3.84121
486,Zn,Ta,B,0.99939,-80.02566,0.27379000000000003,0.46847,-35.66205,-4.1555300000000015,0.83,9.6186,7.3632,0.175,0.605,1.45,0.0,31.0,6.0098400000000005,30,4.04359
488,Zn,V,B,0.99958,-80.51123,0.33522,0.3352,-39.19139000000001,-3.5951699999999995,0.84,9.6186,6.4707,0.175,0.26,1.35,0.0,50.6,5.85269,30,3.48016
490,Zn,Nb,B,0.99946,-80.10461,0.29839,0.44705,-32.04656,-3.79499,0.82,9.6186,6.275,0.175,0.51,1.45,0.0,86.1,5.97732,30,4.2415
492,Zn,Hf,B,0.99954,-79.90406999999998,0.21179,0.46554,-27.66806,-1.44826,0.775,9.6186,7.6487,0.175,0.63,1.55,0.0,0.0,5.91632,30,3.40669
494,Zn,Zr,B,0.9996,-79.92494,0.20208,0.44696,-24.1786,-1.38361,0.76,9.6186,6.8953,0.175,0.54,1.55,0.0,41.1,5.86564,30,2.85908
496,Zn,Ti,B,0.99961,-79.8225,0.19632,0.326,-32.06815,-1.80952,0.79,9.6186,7.2564,0.175,0.28,1.4,0.0,7.6,5.8030800000000005,30,3.61243
498,Zn,Sc,B,0.99959,-79.53971,0.12641,0.34367,-24.08843,-1.06564,0.74,9.6186,6.8245,0.175,0.31,1.6,0.0,18.1,5.76559,30,4.85541
500,Ag,Sb,B,0.98857,-52.24312000000001,0.99995,0.99906,2.29673,-1.80449,2.08,7.1384,8.3266,0.385,0.335,1.45,125.6,103.2,6.20937,47,6.02048
502,Ag,Sn,B,0.9759,-52.67831,0.99989,0.99872,3.53588,-1.21417,1.84,7.1384,6.8885,0.385,0.345,1.45,125.6,107.3,6.06168,47,7.09622
504,Ag,In,B,0.97586,-52.75572,0.9997,0.98972,4.88237,-0.8470799999999999,1.6,7.1384,5.3782,0.385,0.36,1.55,125.6,28.9,5.67769,47,4.95955
506,Ag,Ga,B,0.95066,-53.23746,0.99975,0.99848,4.18976,-1.2653,1.68,7.1384,5.6565,0.385,0.17,1.3,125.6,28.9,5.71386,47,6.4456
508,Ag,Al,B,0.95688,-53.46165,0.0,0.0,7.0914899999999985,-1.2667700000000002,1.66,7.1384,5.7109,0.385,0.0,1.25,125.6,42.5,5.7245300000000015,47,6.71045
510,Ag,Fe,B,0.97359,-53.60978000000001,0.7258899999999999,0.45169,-54.20267,-2.85372,0.99,7.1384,8.5601,0.385,0.22,1.4,125.6,15.7,5.99245,47,6.32915
512,Ag,Mn,B,0.98209,-53.58866999999999,0.62239,0.38907,-49.2763,-3.05432,0.94,7.1384,8.2684,0.385,0.23,1.4,125.6,0.0,5.88854,47,5.77503
514,Ag,Re,B,0.99744,-54.62926,0.5837899999999999,0.3887,-43.68717,-4.52937,0.94,7.1384,7.853,0.385,0.565,1.35,125.6,14.5,5.9806,47,3.7078
516,Ag,W,B,0.99662,-54.70045,0.43293,0.39198,-39.78967,-4.48043,0.885,7.1384,7.6293,0.385,0.59,1.35,125.6,78.6,6.08962,47,3.03548
518,Ag,Cr,B,0.98754,-53.33902,0.50157,0.38429,-44.23269000000001,-2.91059,0.89,7.1384,6.7401,0.385,0.25,1.4,125.6,64.3,5.88854,47,5.34975
520,Ag,Mo,B,0.99647,-54.1311,0.46488,0.38341,-36.33019,-3.64388,0.88,7.1384,6.4838,0.385,0.49,1.45,125.6,71.9,5.9444599999999985,47,3.61149
522,Ag,Nb,B,0.99484,-53.59737,0.29708,0.38211,-31.56811,-2.77558,0.82,7.1384,6.275,0.385,0.51,1.45,125.6,86.1,5.97464,47,3.5774800000000004
524,Mn,Ti,B,0.45873,-47.82393,0.19847,0.3041,-33.029720000000005,-2.99946,0.79,8.2684,7.2564,0.23,0.28,1.4,0.0,7.6,5.5988,25,4.40692
526,Mn,Zr,B,0.46174,-47.73735,0.20005,0.4151,-24.91838,-2.33812,0.76,8.2684,6.8953,0.23,0.54,1.55,0.0,41.1,5.65916,25,4.26405
527,Mn,Sc,B,0.44127,-47.95606,0.1258,0.30039,-24.19807,-1.54735,0.74,8.2684,6.8245,0.23,0.31,1.6,0.0,18.1,5.56264,25,4.73947
529,Ag,V,B,0.98893,-52.70601,0.31356,0.35118,-38.74279,-2.24306,0.84,7.1384,6.4707,0.385,0.26,1.35,125.6,50.6,5.85005,47,5.48131
531,Ag,Ta,B,0.99492,-53.84255,0.27226,0.41018,-35.02718,-3.29874,0.83,7.1384,7.3632,0.385,0.605,1.45,125.6,31.0,6.00714,47,3.2534
533,Mn,Hf,B,0.4567100000000001,-47.73703,0.20779,0.44479,-28.47071,-2.47445,0.775,8.2684,7.6487,0.23,0.63,1.55,0.0,0.0,5.70805,25,4.162
535,Cd,Al,B,0.99822,-61.78228000000001,0.0,0.0,6.55583,-1.09128,1.66,8.6893,5.7109,0.37,0.0,1.25,0.0,42.5,5.695880000000002,48,6.4973800000000015
537,Cd,Fe,B,0.99864,-62.70642,0.70428,0.4063,-53.85321999999999,-3.02591,0.99,8.6893,8.5601,0.37,0.22,1.4,0.0,15.7,5.96246,48,5.9431400000000005
539,Cd,Re,B,0.99948,-63.96064000000001,0.60715,0.4115,-43.43464,-4.85685,0.94,8.6893,7.853,0.37,0.565,1.35,0.0,14.5,5.95067,48,3.84387
541,Cd,Mn,B,0.99905,-63.31608000000001,0.63981,0.36263,-49.04297,-3.45996,0.94,8.6893,8.2684,0.37,0.23,1.4,0.0,0.0,5.85907,48,5.27902
543,Cd,W,B,0.99929,-64.01957,0.45044,0.42159,-39.83245,-4.9384,0.885,8.6893,7.6293,0.37,0.59,1.35,0.0,78.6,6.05914,48,3.14556
545,Cd,Mo,B,0.99935,-64.10454,0.49472,0.39867,-36.29749,-4.31142,0.88,8.6893,6.4838,0.37,0.49,1.45,0.0,71.9,5.91471,48,3.29662
547,Cd,Ta,B,0.99898,-64.05659,0.29601,0.43581,-35.89022999999999,-4.56439,0.83,8.6893,7.3632,0.37,0.605,1.45,0.0,31.0,5.97708,48,3.4960400000000003
549,Cd,V,B,0.99929,-64.00056,0.34236,0.32271,-39.20655,-3.73421,0.84,8.6893,6.4707,0.37,0.26,1.35,0.0,50.6,5.82078,48,4.15486
551,Cd,Nb,B,0.99909,-64.08429,0.32551,0.41421,-32.1522,-4.11691,0.82,8.6893,6.275,0.37,0.51,1.45,0.0,86.1,5.94473,48,3.55879
553,Cd,Hf,B,0.99899,-62.88564,0.21264,0.45452,-27.79773,-1.44107,0.775,8.6893,7.6487,0.37,0.63,1.55,0.0,0.0,5.88406,48,4.16712
554,Cd,Ti,B,0.99923,-62.60762,0.1968,0.30383000000000004,-32.22179000000001,-1.69462,0.79,8.6893,7.2564,0.37,0.28,1.4,0.0,7.6,5.77144,48,5.05675
556,Cd,Zr,B,0.99914,-62.94731,0.20336,0.43458,-24.29308,-1.38363,0.76,8.6893,6.8953,0.37,0.54,1.55,0.0,41.1,5.83365,48,3.96439
558,Cd,Sc,B,0.99915,-62.41464000000001,0.12625,0.31513,-24.21598,-1.01694,0.74,8.6893,6.8245,0.37,0.31,1.6,0.0,18.1,5.73416,48,5.48151
560,Zn,Sb,B,0.99959,-80.25488,0.99992,0.9991,-0.7105899999999999,-3.72106,2.08,9.6186,8.3266,0.175,0.335,1.45,0.0,103.2,6.21217,30,4.7807900000000005
562,Zn,Ge,B,0.99953,-79.5627,0.9999,0.99935,1.25312,-2.21889,1.92,9.6186,7.4167,0.175,0.16,1.25,0.0,119.0,6.14676,30,4.48962
563,Zn,Sn,B,0.99966,-79.78858000000002,0.99975,0.99874,2.0812,-1.56752,1.84,9.6186,6.8885,0.175,0.345,1.45,0.0,107.3,6.06441,30,3.71832
564,Zn,Ga,B,0.99944,-79.22140999999998,0.99967,0.99778,2.9803,-1.3793799999999998,1.68,9.6186,5.6565,0.175,0.17,1.3,0.0,28.9,5.71643,30,3.97434
566,Zn,In,B,0.99968,-79.59685,0.99938,0.98656,3.09499,-1.15601,1.6,9.6186,5.3782,0.175,0.36,1.55,0.0,28.9,5.68025,30,4.81687
568,Zn,Fe,B,0.99915,-79.59895999999998,0.7278399999999999,0.40694,-53.92024,-3.13115,0.99,9.6186,8.5601,0.175,0.22,1.4,0.0,15.7,5.99515,30,6.3102800000000006
570,Zn,Al,B,0.99915,-79.05897,0.0,0.0,6.96926,-1.25284,1.66,9.6186,5.7109,0.175,0.0,1.25,0.0,42.5,5.72711,30,5.9188
572,Zn,Re,B,0.99968,-79.94071,0.58506,0.4315100000000001,-43.49542,-4.74373,0.94,9.6186,7.853,0.175,0.565,1.35,0.0,14.5,5.98329,30,3.7987
574,Zn,Mn,B,0.99938,-79.95661,0.6360600000000001,0.37121,-49.06197,-3.4814300000000005,0.94,9.6186,8.2684,0.175,0.23,1.4,0.0,0.0,5.89119,30,4.76927
576,Zn,W,B,0.99959,-79.98173,0.43595,0.44597,-39.62884,-4.6197599999999985,0.885,9.6186,7.6293,0.175,0.59,1.35,0.0,78.6,6.09236,30,3.4090300000000004
578,Zn,Mo,B,0.99962,-80.07938,0.47051,0.42425,-36.33314,-4.1413400000000005,0.88,9.6186,6.4838,0.175,0.49,1.45,0.0,71.9,5.9471300000000005,30,3.78433
580,Hg,Sc,B,0.99773,-61.67259,0.12103,0.2928,-24.40501,-0.96678,0.74,8.6343,6.8245,0.475,0.31,1.6,0.0,18.1,5.88015,80,5.765630000000002
582,Cd,Sb,B,0.99927,-64.06984,0.99994,0.9992,-0.98509,-3.88199,2.08,8.6893,8.3266,0.37,0.335,1.45,0.0,103.2,6.1783,48,4.96544
584,Cd,Sn,B,0.9992,-62.69793000000001,0.99982,0.99875,2.13296,-1.5048,1.84,8.6893,6.8885,0.37,0.345,1.45,0.0,107.3,6.03134,48,4.70787
586,Cd,Ge,B,0.99905,-62.34799,0.99993,0.99937,1.32306,-2.07382,1.92,8.6893,7.4167,0.37,0.16,1.25,0.0,119.0,6.11325,48,5.66437
588,Cd,In,B,0.99921,-62.51323000000001,0.99958,0.98736,3.18696,-1.07342,1.6,8.6893,5.3782,0.37,0.36,1.55,0.0,28.9,5.64928,48,5.01455
590,Cd,Ga,B,0.99879,-61.99348000000001,0.99979,0.99849,2.97715,-1.2513,1.68,8.6893,5.6565,0.37,0.17,1.3,0.0,28.9,5.68526,48,6.23837
592,Ag,Zr,B,0.98472,-52.6954,0.19296,0.37288,-24.17321,-1.07412,0.76,7.1384,6.8953,0.385,0.54,1.55,125.6,41.1,5.8629999999999995,47,5.73505
594,Ag,Hf,B,0.98711,-52.70567,0.19957,0.40609,-27.69493,-1.18033,0.775,7.1384,7.6487,0.385,0.63,1.55,125.6,0.0,5.91366,47,5.89475
596,Ag,Ti,B,0.97979,-52.893980000000006,0.19427,0.29575,-32.05915,-1.49042,0.79,7.1384,7.2564,0.385,0.28,1.4,125.6,7.6,5.80047,47,6.52341
